@relation allSongsAllFieldsRankClassWithDate

@attribute IS_EXPLICIT {TRUE, FALSE}
@attribute WEEK date "yyyy-MM-dd"
@attribute NUM_WORDS real
@attribute NUM_UNIQUE_WORDS real
@attribute MAX_WORD_LENGTH real
@attribute AVG_WORD_LENGTH real
@attribute SONG_RANK_CLASS {1-10, 11-20, 21-30, 31-40, 41-50}

@data
FALSE,"1997-01-18",302,79,20,4,1-10
TRUE,"2012-05-26",243,152,11,4,31-40
FALSE,"1990-10-27",262,86,8,3,11-20
FALSE,"2003-06-28",236,117,11,4,1-10
TRUE,"2015-11-21",357,95,9,3,1-10
TRUE,"1995-03-18",906,353,19,4,41-50
FALSE,"2001-06-09",351,84,10,3,1-10
TRUE,"1996-03-09",256,96,10,4,1-10
FALSE,"1989-12-23",286,80,9,3,31-40
FALSE,"1981-07-04",180,62,8,3,21-30
FALSE,"1980-02-16",18,18,14,5,21-30
FALSE,"1983-05-21",186,92,12,3,41-50
FALSE,"1981-01-24",132,56,11,3,41-50
FALSE,"1983-11-05",193,82,8,4,21-30
FALSE,"1995-02-04",182,109,19,4,31-40
FALSE,"2002-04-20",484,131,10,3,1-10
FALSE,"1988-06-25",209,101,8,3,1-10
FALSE,"1997-04-19",18,18,14,5,1-10
FALSE,"1985-02-16",174,73,8,4,11-20
FALSE,"1986-12-06",175,103,9,4,31-40
FALSE,"1984-03-31",250,110,9,4,1-10
FALSE,"1999-02-13",246,104,9,3,31-40
TRUE,"1984-02-18",282,135,12,4,41-50
FALSE,"1986-04-19",321,154,12,3,21-30
FALSE,"2011-05-21",268,127,12,3,21-30
FALSE,"1986-12-27",148,74,11,4,31-40
FALSE,"1997-05-31",269,117,10,3,31-40
FALSE,"1991-01-12",168,61,10,3,21-30
FALSE,"1999-01-16",142,65,10,3,41-50
FALSE,"1997-04-19",394,106,8,3,1-10
FALSE,"2006-05-13",301,99,10,3,21-30
FALSE,"1981-10-17",171,61,9,3,1-10
FALSE,"2008-08-16",383,146,22,4,1-10
TRUE,"2009-10-03",1067,389,12,4,1-10
FALSE,"1985-07-20",160,85,8,3,31-40
FALSE,"1990-04-21",251,92,10,3,1-10
FALSE,"2009-11-14",415,122,11,4,31-40
FALSE,"2003-09-06",212,84,12,3,11-20
FALSE,"1993-03-20",1,1,12,12,11-20
FALSE,"1992-10-17",377,123,10,3,11-20
FALSE,"1985-04-27",154,35,11,4,21-30
FALSE,"1980-02-02",450,112,11,4,21-30
FALSE,"1991-12-14",335,105,8,3,21-30
FALSE,"1988-10-15",170,87,10,4,11-20
FALSE,"1989-05-20",421,130,10,4,1-10
FALSE,"1989-08-26",363,97,10,3,41-50
FALSE,"1982-07-03",266,90,13,3,21-30
FALSE,"2010-12-04",481,134,10,3,11-20
FALSE,"1988-06-25",143,84,9,3,41-50
TRUE,"2000-03-25",889,334,11,4,21-30
FALSE,"1985-10-26",18,18,14,5,1-10
FALSE,"1999-05-29",291,118,11,4,1-10
FALSE,"1994-02-05",261,106,11,3,21-30
FALSE,"1985-10-12",366,81,11,3,11-20
FALSE,"2015-02-28",288,113,15,3,1-10
TRUE,"1995-05-06",600,105,10,3,1-10
FALSE,"1993-05-01",421,82,10,3,1-10
FALSE,"2011-01-15",285,103,11,3,41-50
TRUE,"1993-11-20",544,221,12,4,41-50
FALSE,"2001-03-03",495,173,10,3,41-50
FALSE,"2010-08-14",188,58,10,3,31-40
FALSE,"2007-11-17",203,82,10,3,41-50
FALSE,"1996-01-06",143,49,8,3,1-10
FALSE,"1990-01-27",177,80,9,4,1-10
FALSE,"1992-10-31",379,111,11,3,1-10
FALSE,"2005-07-30",598,106,13,3,41-50
TRUE,"1990-12-22",522,186,11,3,1-10
FALSE,"1995-06-03",202,106,15,4,41-50
FALSE,"1985-09-28",327,97,10,3,1-10
FALSE,"1986-11-22",270,68,10,4,11-20
TRUE,"1995-07-22",236,96,10,3,11-20
TRUE,"2004-07-03",621,206,14,4,1-10
FALSE,"1985-08-31",428,153,13,3,1-10
FALSE,"2008-11-01",403,125,11,3,31-40
FALSE,"1982-04-10",108,87,15,5,1-10
FALSE,"1989-12-02",621,211,11,3,41-50
FALSE,"1985-06-08",285,115,12,4,1-10
TRUE,"2006-04-01",791,254,12,3,21-30
FALSE,"2011-05-28",491,121,11,4,31-40
FALSE,"1992-08-08",242,95,9,4,11-20
FALSE,"2014-02-08",277,102,12,4,41-50
FALSE,"1998-08-01",310,69,8,3,11-20
FALSE,"1989-08-19",647,235,11,4,11-20
FALSE,"1989-08-26",647,235,11,4,1-10
FALSE,"1986-09-27",200,80,10,3,1-10
FALSE,"1982-06-05",240,95,10,4,31-40
FALSE,"1990-12-15",231,82,11,4,1-10
FALSE,"2000-02-26",350,110,10,3,11-20
FALSE,"1998-12-19",224,83,10,3,1-10
TRUE,"2003-09-20",458,143,10,3,1-10
FALSE,"1998-04-04",233,72,8,3,1-10
TRUE,"1996-03-30",465,277,14,4,21-30
FALSE,"2002-07-06",460,134,13,3,11-20
FALSE,"2015-07-11",450,138,10,3,31-40
TRUE,"2009-11-14",353,114,9,3,41-50
TRUE,"1994-08-13",411,189,24,3,1-10
FALSE,"1989-04-29",479,226,13,3,1-10
TRUE,"1994-08-13",598,137,9,3,31-40
FALSE,"1980-05-31",193,26,10,4,1-10
FALSE,"1987-07-18",292,35,9,3,1-10
TRUE,"2009-05-09",387,155,10,4,31-40
TRUE,"2000-02-12",733,362,18,4,41-50
TRUE,"2015-04-18",397,134,14,3,1-10
FALSE,"1997-06-07",192,110,11,4,1-10
TRUE,"2006-11-11",404,136,12,4,31-40
TRUE,"2004-05-08",404,171,13,3,11-20
FALSE,"1981-03-28",176,78,9,3,41-50
TRUE,"1981-03-14",255,78,8,3,11-20
TRUE,"1980-09-20",168,82,14,4,41-50
FALSE,"2012-10-13",220,82,19,6,1-10
FALSE,"2012-10-06",220,82,19,6,1-10
TRUE,"1993-01-09",358,135,11,3,21-30
FALSE,"1993-11-20",526,149,10,3,1-10
TRUE,"2002-09-14",580,204,15,3,1-10
TRUE,"2010-01-02",706,221,12,3,31-40
TRUE,"2004-02-07",871,278,13,3,31-40
FALSE,"1995-09-09",18,18,14,5,1-10
TRUE,"1997-04-19",655,316,13,4,31-40
TRUE,"2013-09-07",363,196,14,3,21-30
TRUE,"2014-01-11",363,196,14,3,21-30
FALSE,"2005-01-29",839,257,12,4,31-40
FALSE,"1980-05-31",135,65,10,3,31-40
FALSE,"1981-08-01",226,89,9,3,11-20
FALSE,"1981-10-03",523,253,13,4,31-40
FALSE,"1999-07-31",465,97,11,3,1-10
TRUE,"1982-04-24",257,131,12,4,31-40
FALSE,"1991-01-05",233,74,9,4,31-40
TRUE,"2013-05-04",164,83,23,5,1-10
TRUE,"2006-01-14",716,298,11,4,31-40
FALSE,"1990-10-06",141,52,9,4,31-40
TRUE,"1991-11-23",325,140,11,3,11-20
TRUE,"1998-05-23",714,286,12,3,31-40
TRUE,"1993-02-20",473,160,11,3,11-20
FALSE,"2008-08-30",354,96,7,3,41-50
TRUE,"2005-01-01",823,213,11,3,11-20
TRUE,"2007-12-01",767,293,11,3,41-50
FALSE,"2003-05-10",708,126,11,3,1-10
FALSE,"1982-11-13",132,68,10,4,21-30
TRUE,"1995-03-18",488,233,18,3,31-40
FALSE,"1982-05-22",802,58,8,3,1-10
TRUE,"2006-04-22",256,122,9,4,41-50
TRUE,"1999-11-20",428,125,12,3,11-20
FALSE,"1991-03-23",231,92,11,3,1-10
FALSE,"1985-08-03",179,61,13,3,1-10
FALSE,"2000-02-12",337,100,10,4,1-10
TRUE,"2005-07-30",681,215,19,4,1-10
FALSE,"2011-04-02",278,106,10,3,11-20
FALSE,"2007-06-30",444,131,10,3,11-20
FALSE,"1997-03-22",365,84,11,3,1-10
FALSE,"1993-07-24",328,138,10,3,41-50
FALSE,"2008-08-23",802,250,18,3,11-20
TRUE,"2003-10-25",493,205,14,3,1-10
FALSE,"2013-06-29",439,62,10,3,1-10
FALSE,"2013-11-23",397,162,11,3,41-50
FALSE,"2014-05-24",257,128,9,3,41-50
TRUE,"1996-05-25",507,268,12,4,11-20
TRUE,"1996-06-01",353,91,11,3,21-30
FALSE,"2009-02-07",346,112,11,3,31-40
FALSE,"1989-11-25",240,93,10,3,11-20
FALSE,"1988-04-09",294,84,12,3,1-10
TRUE,"1994-11-12",290,142,10,3,31-40
FALSE,"2001-03-31",474,111,11,4,1-10
FALSE,"1995-04-08",314,137,11,4,31-40
FALSE,"2005-02-26",437,113,10,3,11-20
TRUE,"2008-07-05",484,141,13,4,21-30
FALSE,"1987-05-16",331,75,9,3,31-40
FALSE,"2001-12-29",254,99,11,4,1-10
FALSE,"1996-01-27",265,109,11,4,41-50
TRUE,"2008-11-01",596,213,12,3,41-50
FALSE,"2006-09-02",637,193,14,3,1-10
FALSE,"1982-10-30",229,85,8,3,41-50
TRUE,"1990-04-07",243,82,8,3,1-10
TRUE,"2001-06-30",293,124,20,3,1-10
FALSE,"2013-03-23",274,89,11,4,41-50
FALSE,"2013-05-18",274,89,11,4,21-30
FALSE,"1997-03-01",365,84,11,3,11-20
FALSE,"2006-02-11",490,113,8,4,21-30
FALSE,"1985-06-29",195,87,8,3,21-30
TRUE,"1991-10-12",538,187,9,3,21-30
FALSE,"1998-03-14",729,240,12,3,1-10
FALSE,"2010-08-07",314,87,11,3,31-40
TRUE,"2006-05-20",690,197,10,3,31-40
FALSE,"2009-10-31",227,96,11,4,31-40
FALSE,"1990-05-19",277,82,9,3,31-40
TRUE,"2006-05-27",478,190,10,3,31-40
TRUE,"1994-02-12",679,201,10,3,1-10
TRUE,"1993-12-11",568,207,13,3,41-50
TRUE,"1998-12-26",774,339,24,4,41-50
TRUE,"1999-01-23",774,339,24,4,21-30
TRUE,"1999-01-09",774,339,24,4,11-20
TRUE,"1997-03-29",512,251,13,4,11-20
TRUE,"1998-08-08",425,260,13,4,11-20
TRUE,"1998-10-24",425,260,13,4,41-50
TRUE,"1998-09-12",425,260,13,4,21-30
TRUE,"1998-06-27",425,260,13,4,21-30
TRUE,"1998-09-19",425,260,13,4,21-30
TRUE,"2015-03-07",215,115,9,3,21-30
FALSE,"1988-12-24",310,98,9,3,31-40
FALSE,"1984-08-11",226,79,15,4,1-10
TRUE,"2004-01-10",732,244,11,4,21-30
FALSE,"1983-05-21",142,56,18,3,31-40
TRUE,"2007-10-13",325,104,11,4,1-10
FALSE,"1997-07-12",286,83,12,4,41-50
FALSE,"1980-07-26",240,74,13,4,11-20
FALSE,"2006-06-17",530,135,9,3,11-20
TRUE,"2002-12-07",823,222,11,3,1-10
FALSE,"2010-05-08",198,83,12,3,31-40
TRUE,"1994-03-26",573,203,13,3,1-10
TRUE,"2005-05-28",563,134,11,3,21-30
TRUE,"2006-05-20",828,243,12,3,31-40
FALSE,"1986-11-01",153,87,78,4,11-20
FALSE,"2015-05-09",196,81,11,3,11-20
FALSE,"1989-09-23",207,118,9,3,1-10
FALSE,"2006-05-20",279,112,12,4,31-40
FALSE,"2013-02-09",232,87,12,3,11-20
FALSE,"2012-12-15",232,87,12,3,11-20
FALSE,"2000-01-01",591,146,14,3,1-10
TRUE,"2002-11-30",645,184,10,4,21-30
TRUE,"2005-11-19",655,181,9,3,11-20
FALSE,"1993-07-17",244,66,8,3,21-30
FALSE,"1989-04-01",356,122,11,3,1-10
FALSE,"1993-06-26",362,107,11,3,11-20
TRUE,"2005-06-04",432,168,12,3,21-30
TRUE,"2002-04-06",279,116,11,3,1-10
FALSE,"2007-05-05",510,102,11,3,1-10
FALSE,"2003-04-26",393,170,12,4,21-30
TRUE,"2007-12-29",703,179,10,4,31-40
FALSE,"1988-04-23",599,134,10,4,1-10
FALSE,"1999-04-10",1,1,0,0,41-50
FALSE,"1984-04-21",339,100,13,3,11-20
TRUE,"2003-09-13",184,85,13,4,41-50
FALSE,"1985-11-16",379,139,11,3,31-40
FALSE,"1980-12-13",314,123,11,3,31-40
FALSE,"1984-03-10",324,74,9,4,1-10
FALSE,"2004-09-18",264,126,10,4,31-40
FALSE,"1990-08-04",239,87,11,3,1-10
FALSE,"1990-08-11",239,87,11,3,11-20
FALSE,"1984-11-17",212,93,10,4,31-40
TRUE,"2001-12-01",813,300,13,4,11-20
TRUE,"1987-07-25",223,121,12,4,11-20
TRUE,"1998-05-02",704,205,12,3,41-50
FALSE,"2005-02-26",194,58,10,3,31-40
FALSE,"1981-06-06",321,82,10,3,41-50
TRUE,"2013-09-14",481,150,11,3,21-30
TRUE,"1995-05-20",443,171,14,3,21-30
FALSE,"2013-06-01",127,100,11,4,41-50
FALSE,"1980-03-22",3,2,12,3,11-20
FALSE,"2006-10-21",278,114,12,4,31-40
TRUE,"2007-04-21",481,179,14,3,1-10
FALSE,"1981-07-18",415,84,11,3,31-40
FALSE,"1999-05-15",424,111,12,3,1-10
FALSE,"1984-03-17",271,35,9,3,11-20
TRUE,"1994-08-20",823,270,14,3,31-40
FALSE,"1992-09-19",455,95,8,3,21-30
FALSE,"2009-12-12",535,145,9,3,21-30
FALSE,"1993-01-30",485,181,13,3,11-20
FALSE,"1988-03-19",299,91,8,3,41-50
TRUE,"2012-02-25",405,146,10,3,1-10
TRUE,"2014-04-26",221,123,12,4,31-40
FALSE,"2011-06-11",389,155,10,4,1-10
FALSE,"2011-07-09",389,155,10,4,1-10
FALSE,"2000-09-30",337,91,11,3,1-10
FALSE,"1996-06-15",18,18,14,5,1-10
TRUE,"2005-08-06",815,255,12,3,21-30
FALSE,"1989-02-11",179,84,12,3,41-50
FALSE,"1980-09-27",274,97,10,3,1-10
FALSE,"1984-05-05",205,90,9,4,41-50
FALSE,"1987-08-29",352,87,11,3,21-30
FALSE,"1992-09-12",388,115,9,3,21-30
FALSE,"2012-08-25",435,124,18,3,11-20
TRUE,"1998-01-31",180,108,13,3,21-30
TRUE,"2010-05-01",452,122,8,3,31-40
TRUE,"2009-03-07",211,112,8,3,1-10
FALSE,"1992-09-12",245,92,10,3,1-10
FALSE,"1981-02-21",334,86,10,3,1-10
FALSE,"1989-05-27",324,72,8,3,31-40
FALSE,"1990-10-27",750,120,8,3,1-10
FALSE,"1988-12-17",307,116,11,3,1-10
TRUE,"1995-07-15",738,370,16,4,41-50
TRUE,"1995-08-05",781,353,16,4,41-50
FALSE,"2012-03-31",330,68,9,3,1-10
FALSE,"2007-03-24",368,135,18,4,1-10
FALSE,"1989-10-21",293,118,9,4,31-40
FALSE,"2010-02-20",217,112,10,4,11-20
FALSE,"1982-11-27",265,97,10,4,1-10
FALSE,"2015-03-14",406,175,16,4,41-50
FALSE,"1985-08-03",313,165,10,3,1-10
FALSE,"1986-08-02",250,96,9,3,1-10
FALSE,"1996-02-24",232,118,10,4,21-30
FALSE,"1986-01-18",179,90,10,3,41-50
TRUE,"2004-11-20",740,275,18,3,11-20
TRUE,"2007-04-07",530,202,15,3,11-20
FALSE,"1986-02-01",18,18,14,5,1-10
FALSE,"1984-09-29",79,39,8,3,21-30
FALSE,"1984-10-13",112,39,10,3,21-30
FALSE,"2000-10-28",218,109,13,3,31-40
FALSE,"1997-07-12",235,112,9,3,21-30
FALSE,"2011-05-21",203,56,12,3,41-50
FALSE,"2003-05-03",255,101,9,3,1-10
FALSE,"2001-09-29",255,100,9,3,11-20
FALSE,"2011-10-29",263,95,10,3,21-30
FALSE,"2009-03-07",300,127,11,4,31-40
FALSE,"1999-08-21",324,107,9,3,21-30
TRUE,"2005-04-02",511,138,9,3,11-20
FALSE,"1982-05-01",118,73,8,3,11-20
FALSE,"1988-04-02",339,146,10,4,31-40
TRUE,"1998-01-10",574,291,12,4,21-30
FALSE,"1982-07-17",208,69,31,3,21-30
FALSE,"1984-01-14",306,105,15,4,21-30
TRUE,"2005-09-17",658,227,9,3,1-10
FALSE,"1986-12-20",386,121,9,3,31-40
FALSE,"2001-11-24",309,126,10,3,11-20
TRUE,"2013-10-19",993,423,11,3,11-20
FALSE,"1999-05-08",204,75,10,4,41-50
FALSE,"1998-03-21",544,166,11,3,1-10
FALSE,"2013-09-07",307,105,11,3,21-30
TRUE,"1991-02-16",271,122,9,3,1-10
TRUE,"1991-02-09",271,122,9,3,1-10
TRUE,"2010-10-16",705,286,12,3,11-20
FALSE,"1995-07-08",225,66,10,3,21-30
FALSE,"2007-05-26",297,142,10,3,41-50
FALSE,"1992-12-26",509,140,9,3,1-10
FALSE,"2012-01-28",301,168,10,3,1-10
FALSE,"2012-06-23",301,168,10,3,41-50
FALSE,"1992-03-21",272,74,9,3,1-10
TRUE,"2015-10-03",455,138,10,3,1-10
TRUE,"2012-03-17",354,118,8,3,11-20
FALSE,"2014-06-14",341,103,16,4,31-40
FALSE,"2009-08-22",374,83,9,3,1-10
TRUE,"2007-11-10",606,197,10,3,1-10
FALSE,"2011-07-23",412,126,10,4,1-10
FALSE,"2009-10-31",542,185,18,4,31-40
FALSE,"2002-02-02",174,60,10,4,21-30
TRUE,"1992-08-01",536,131,11,4,21-30
FALSE,"1989-07-08",163,75,18,4,1-10
FALSE,"2008-07-26",488,143,10,3,31-40
FALSE,"2012-09-15",193,76,13,3,1-10
FALSE,"2012-11-17",193,76,13,3,11-20
FALSE,"1987-08-01",247,72,12,4,41-50
TRUE,"2002-09-28",592,196,19,3,21-30
TRUE,"1991-10-05",475,146,12,3,1-10
FALSE,"2009-06-27",242,105,9,3,11-20
FALSE,"2009-06-20",353,105,17,3,11-20
FALSE,"1986-02-01",198,83,15,3,11-20
FALSE,"1998-12-26",393,111,11,3,11-20
FALSE,"2000-05-06",320,183,11,4,11-20
FALSE,"2006-02-11",509,160,9,3,41-50
FALSE,"2012-12-22",229,114,10,3,41-50
FALSE,"1986-03-08",90,60,11,4,31-40
TRUE,"1998-09-05",469,205,10,3,21-30
TRUE,"1998-08-29",469,205,10,3,21-30
FALSE,"2002-10-26",267,104,10,3,21-30
TRUE,"2004-09-11",524,186,12,3,1-10
FALSE,"1983-02-12",242,111,11,4,11-20
TRUE,"2013-11-02",340,131,17,3,21-30
TRUE,"2003-03-08",662,360,16,3,1-10
FALSE,"1984-03-24",135,52,9,3,1-10
FALSE,"1991-08-31",200,94,8,3,31-40
TRUE,"1994-05-07",512,153,10,3,11-20
TRUE,"2008-09-27",605,196,10,3,1-10
FALSE,"1988-01-16",227,38,8,3,1-10
TRUE,"1990-03-31",557,146,14,3,41-50
TRUE,"2000-01-22",598,127,10,3,31-40
TRUE,"1999-12-25",598,127,10,3,41-50
TRUE,"2010-06-19",945,230,10,3,31-40
TRUE,"1999-12-25",591,214,9,3,31-40
FALSE,"1997-08-02",302,84,10,3,1-10
TRUE,"2002-06-29",673,149,13,3,31-40
FALSE,"1998-08-15",306,85,9,3,21-30
FALSE,"2008-10-18",365,107,9,4,1-10
FALSE,"2008-07-05",322,85,10,3,21-30
FALSE,"2002-09-28",363,74,8,3,1-10
FALSE,"2007-09-08",350,113,13,4,31-40
FALSE,"1980-12-27",144,78,9,3,41-50
TRUE,"1999-11-13",780,293,13,4,21-30
FALSE,"2000-12-09",336,93,9,3,1-10
FALSE,"2000-06-10",458,167,11,4,31-40
TRUE,"1995-06-03",593,135,10,3,41-50
FALSE,"1986-04-12",250,45,10,4,41-50
FALSE,"1986-05-17",298,103,11,3,1-10
TRUE,"2008-12-06",621,180,12,3,21-30
FALSE,"2011-01-08",386,121,10,3,1-10
FALSE,"2006-01-21",839,280,11,3,1-10
TRUE,"2005-06-25",669,202,10,3,1-10
TRUE,"2002-08-10",589,266,12,4,21-30
FALSE,"1990-11-17",356,158,16,4,1-10
FALSE,"1994-03-26",340,87,10,4,11-20
FALSE,"1988-10-22",172,68,9,3,1-10
TRUE,"1991-11-16",129,68,12,3,41-50
FALSE,"2001-06-16",303,139,10,3,21-30
FALSE,"1981-01-10",363,91,9,3,1-10
FALSE,"1981-03-21",303,170,10,3,21-30
TRUE,"2014-09-13",977,350,14,3,21-30
FALSE,"1982-10-23",194,66,11,3,11-20
FALSE,"1991-07-06",322,58,9,2,1-10
TRUE,"2011-01-29",485,232,15,4,21-30
TRUE,"2014-11-08",331,107,10,3,1-10
TRUE,"1984-12-08",252,114,10,3,41-50
FALSE,"2011-06-04",670,107,13,3,11-20
FALSE,"2009-12-05",341,109,11,3,21-30
FALSE,"1980-01-05",291,69,12,3,31-40
FALSE,"2010-03-20",285,62,9,4,41-50
TRUE,"2013-02-23",305,105,13,3,21-30
FALSE,"2010-02-13",150,88,13,4,11-20
FALSE,"2010-06-12",154,89,11,4,41-50
FALSE,"2013-11-30",355,165,11,4,31-40
FALSE,"2015-05-09",189,110,13,4,31-40
FALSE,"2009-05-23",413,110,10,3,1-10
FALSE,"2009-10-24",213,77,10,3,31-40
FALSE,"1983-01-22",354,107,21,3,11-20
FALSE,"1988-12-10",173,87,14,4,41-50
FALSE,"2008-08-09",481,183,13,3,31-40
FALSE,"1999-01-23",18,18,14,5,1-10
FALSE,"2002-03-23",366,137,11,4,21-30
FALSE,"1999-05-22",170,96,8,4,41-50
FALSE,"1984-12-01",208,101,10,4,41-50
FALSE,"1988-08-06",208,85,12,4,1-10
TRUE,"1982-05-08",129,69,11,3,11-20
TRUE,"1991-01-12",268,105,10,3,21-30
FALSE,"1985-08-24",319,72,13,4,41-50
FALSE,"1989-09-09",242,78,11,4,1-10
FALSE,"2000-01-29",243,96,12,3,21-30
FALSE,"2001-06-16",262,74,10,4,1-10
FALSE,"1986-08-09",223,86,9,3,31-40
TRUE,"2014-06-28",918,159,18,5,21-30
FALSE,"1990-07-28",430,123,13,4,1-10
FALSE,"1999-06-19",377,140,10,3,11-20
FALSE,"2002-09-07",355,93,10,3,1-10
FALSE,"2009-12-05",327,108,10,3,31-40
FALSE,"2014-03-08",217,89,9,4,1-10
FALSE,"1987-07-18",235,77,10,3,11-20
FALSE,"2010-10-30",181,76,10,4,41-50
FALSE,"2004-06-19",530,127,11,4,11-20
FALSE,"2006-12-30",182,55,9,3,41-50
TRUE,"2010-01-30",670,201,10,3,1-10
FALSE,"1984-10-20",334,124,9,3,1-10
TRUE,"1999-03-27",604,250,13,4,11-20
FALSE,"1991-08-17",351,104,11,3,21-30
FALSE,"2012-11-17",249,77,11,3,21-30
FALSE,"1981-10-31",219,98,9,3,1-10
FALSE,"1997-05-03",183,75,9,3,1-10
FALSE,"1982-09-11",223,89,9,3,1-10
FALSE,"1982-02-13",261,72,10,3,1-10
TRUE,"2003-11-01",376,134,13,4,11-20
FALSE,"2013-03-02",25,9,11,4,1-10
FALSE,"1986-05-03",201,74,8,3,1-10
TRUE,"1993-03-20",617,198,18,3,21-30
TRUE,"2005-04-16",477,280,17,3,1-10
TRUE,"2006-10-07",418,174,14,3,31-40
FALSE,"2007-12-22",358,102,10,3,1-10
FALSE,"1990-04-07",256,84,8,3,41-50
FALSE,"1997-10-18",447,103,9,3,41-50
FALSE,"1993-06-19",230,58,9,3,1-10
FALSE,"1992-10-31",340,106,9,4,11-20
FALSE,"1995-06-03",327,88,11,4,1-10
FALSE,"1999-01-16",374,94,11,3,1-10
TRUE,"2003-04-12",332,136,12,4,21-30
FALSE,"1990-09-15",738,189,10,3,1-10
FALSE,"2010-06-05",364,113,11,3,21-30
FALSE,"1980-03-08",324,73,44,4,41-50
FALSE,"1994-02-12",242,83,11,4,31-40
TRUE,"1996-07-13",655,304,32,4,11-20
FALSE,"1992-04-25",215,113,10,3,1-10
FALSE,"1988-02-06",194,95,13,4,1-10
TRUE,"2000-01-01",465,100,13,3,11-20
FALSE,"1981-01-31",220,79,11,3,31-40
FALSE,"2009-07-25",317,93,11,4,1-10
FALSE,"1999-12-18",300,138,10,3,21-30
FALSE,"2000-12-30",426,207,14,3,1-10
TRUE,"2000-05-06",511,129,11,3,1-10
TRUE,"1986-02-22",260,109,13,3,21-30
FALSE,"1981-10-24",283,111,9,3,21-30
FALSE,"1995-08-26",412,129,10,3,1-10
FALSE,"1980-10-25",221,99,10,3,1-10
FALSE,"1980-01-05",281,115,10,4,11-20
FALSE,"1997-03-15",526,225,10,4,31-40
FALSE,"1985-11-09",191,109,11,4,1-10
FALSE,"1984-05-19",254,101,11,4,11-20
FALSE,"1987-06-20",385,101,9,3,1-10
FALSE,"1980-05-17",183,84,9,4,31-40
FALSE,"1989-08-19",166,71,10,4,11-20
TRUE,"2014-05-31",911,364,13,3,41-50
TRUE,"2011-08-27",561,212,15,4,11-20
FALSE,"2004-10-02",608,156,10,3,11-20
TRUE,"2003-11-15",359,85,13,4,11-20
FALSE,"1993-03-20",18,18,14,5,21-30
FALSE,"1989-10-28",347,96,9,3,11-20
TRUE,"2005-12-17",368,163,11,4,21-30
FALSE,"2001-05-12",641,178,9,3,11-20
FALSE,"1983-11-26",167,63,9,4,1-10
FALSE,"1987-08-08",740,182,11,3,1-10
FALSE,"2013-04-27",359,136,10,3,1-10
FALSE,"1982-11-06",187,62,8,4,1-10
TRUE,"2012-09-15",365,110,24,4,31-40
FALSE,"1980-05-24",151,72,11,4,21-30
FALSE,"1990-11-10",240,112,9,4,31-40
FALSE,"1981-12-12",244,59,10,3,21-30
FALSE,"2011-04-23",224,108,10,3,41-50
FALSE,"1988-06-18",181,76,12,4,31-40
FALSE,"1990-04-14",327,125,12,4,11-20
FALSE,"1990-09-29",356,97,10,3,11-20
FALSE,"1983-01-29",216,83,9,3,21-30
FALSE,"1983-01-29",347,109,10,4,11-20
FALSE,"1980-01-05",295,99,11,4,31-40
FALSE,"1986-10-18",192,83,12,4,1-10
FALSE,"1990-04-28",300,111,10,3,11-20
FALSE,"2012-02-25",208,94,9,3,41-50
TRUE,"2015-03-21",243,105,12,3,21-30
FALSE,"1987-05-23",286,53,10,4,21-30
FALSE,"1981-02-14",306,132,11,4,21-30
FALSE,"1999-06-26",506,99,10,3,31-40
FALSE,"1999-03-20",506,99,10,3,1-10
FALSE,"1991-04-27",231,83,9,3,41-50
TRUE,"2010-03-27",245,112,14,4,31-40
FALSE,"1983-01-15",319,113,13,3,1-10
FALSE,"2013-10-26",371,132,13,3,11-20
FALSE,"1999-10-09",648,162,14,3,1-10
FALSE,"1980-03-15",213,61,13,4,21-30
FALSE,"2009-02-21",436,154,10,3,1-10
FALSE,"2009-06-06",471,156,10,3,11-20
FALSE,"1982-11-13",18,18,14,5,1-10
FALSE,"1981-08-08",186,82,10,4,1-10
FALSE,"1992-02-08",299,118,12,4,21-30
FALSE,"1987-08-08",18,18,14,5,21-30
FALSE,"1981-03-14",97,72,8,4,11-20
TRUE,"1991-02-16",430,119,10,3,11-20
FALSE,"1982-06-26",220,93,12,3,1-10
FALSE,"1987-05-16",18,18,14,5,1-10
FALSE,"1985-06-22",18,18,14,5,1-10
FALSE,"2002-08-10",18,18,14,5,1-10
FALSE,"2004-08-21",201,72,10,3,11-20
FALSE,"1998-01-31",320,117,11,3,21-30
FALSE,"1995-11-04",176,43,8,3,41-50
FALSE,"1989-09-23",257,129,11,3,1-10
FALSE,"1989-04-29",299,85,10,4,1-10
FALSE,"1986-10-11",293,88,10,3,11-20
FALSE,"1987-12-05",310,85,10,3,1-10
FALSE,"2008-07-26",561,107,10,3,21-30
FALSE,"1984-11-17",251,83,11,3,41-50
FALSE,"1998-06-13",392,104,9,3,21-30
FALSE,"1981-10-17",199,103,11,4,41-50
FALSE,"2005-09-17",245,76,10,4,31-40
TRUE,"2010-01-02",823,304,12,3,21-30
TRUE,"2003-04-26",767,193,10,3,11-20
TRUE,"2003-12-13",382,150,12,4,41-50
FALSE,"2002-06-29",222,70,11,4,11-20
FALSE,"2015-11-14",390,117,10,4,1-10
FALSE,"2010-05-01",224,86,9,3,31-40
FALSE,"1984-05-12",214,81,9,3,1-10
FALSE,"2011-06-18",276,66,9,3,41-50
FALSE,"1981-03-28",18,18,14,5,1-10
FALSE,"1984-12-22",221,94,9,4,11-20
