@relation lyrics383.small

@attribute song string
@attribute numWords numeric
@attribute distinctWRatio numeric
@attribute word_1 string
@attribute word_2 string
@attribute word_3 string
@attribute word_4 string
@attribute word_5 string
@attribute word_6 string
@attribute word_7 string
@attribute word_8 string
@attribute word_9 string
@attribute word_10 string
@attribute phrase2_1 string
@attribute phrase2_2 string
@attribute phrase2_3 string
@attribute phrase2_4 string
@attribute phrase2_5 string
@attribute phrase2_6 string
@attribute phrase2_7 string
@attribute phrase2_8 string
@attribute phrase2_9 string
@attribute phrase2_10 string
@attribute phrase3_1 string
@attribute phrase3_2 string
@attribute phrase3_3 string
@attribute phrase3_4 string
@attribute phrase3_5 string
@attribute phrase3_6 string
@attribute phrase3_7 string
@attribute phrase3_8 string
@attribute phrase3_9 string
@attribute phrase3_10 string
@attribute pos_verb numeric
@attribute pos_conj numeric
@attribute pos_adj numeric
@attribute pos_pronoun numeric
@attribute pos_number numeric
@attribute pos_noun numeric
@attribute pos_to numeric
@attribute pos_prep numeric
@attribute pos_adv numeric
@attribute pos_interj numeric
@attribute pos_other numeric
@attribute pos_foreign numeric
@attribute pos_wh numeric
@attribute narcScore numeric
@attribute period {early1980s,mid1980s,late1980s,early1990s,mid1990s,late1990s,early2000s,mid2000s,late2000s,early2010s,mid2010s}
@attribute rank {top10,top20,top30,top40,top50,notTop}

@data
"Bow Chicka Wow Wow",367.0,0.29155313351498635,"you","i","once","on","throw","gon","like","this","make","girl","once i","i throw","throw on","on this","you gon","what you","make you","know you","sound like","ima make","i throw on","once i throw","throw on this","tell me what","me what you","make you sound","you sound like","on this its","this its over","its over girl",105,6,16,74,2,57,4,34,27,0,31,0,11,3.027027027027027,early2010s,top30
"Bow Down",635.0,0.4440944881889764,"bow","down","you","the","to","a","i","when","my","like","bow down","down when","when you","you bow","when i'm","you come","town bow","west ward","ward bound","bound bow","bow down when","down when you","you bow down","when you come","town bow down","west ward bound","ward bound bow","bound bow down","bow down 'cuz","like you bow",100,13,30,78,4,199,18,66,28,0,83,0,16,4.666666666666667,mid1990s,top30
"Bow Wow (That's My Name)",673.0,0.32540861812778604,"wow","yippie","the","bow","yo","my","an","yay","with","all","bow wow","wow wow","wow yippie","yippie yo","yo yippie","yippie yay","an all","yay where","where my","my dogs","bow wow wow","wow wow yippie","wow yippie yo","yippie yo yippie","yo yippie yay","yippie yay where","yay where my","where my dogs","my dogs at?","dogs at? bark",76,2,30,74,3,251,8,88,30,1,88,0,22,13.243243243243246,early2000s,top30
"Boy From New York City",365.0,0.32054794520547947,"ooh","ah","and","he","cool","the","yeah","from","new","kitty","ooh ah","ah ooh","kitty tell","tell us","us about","about the","the boy","boy from","from new","new york","ooh ah ooh","ah ooh ah","kitty tell us","tell us about","us about the","about the boy","the boy from","boy from new","from new york","new york city",55,15,26,40,1,109,6,49,27,5,29,0,3,-4.5,early1980s,top10
"Boy In The Box",193.0,0.43523316062176165,"the","i","boy","in","box","can't","it","no","more","to","boy in","in the","the box","the boy","i can't","no more","it no","to the","can't stand","stand it","boy in the","in the box","the boy in","it no more","to the boy","no more i","more i can't","i can't stand","can't stand it","stand it no",22,3,10,18,6,48,4,28,6,0,44,0,4,0.33333333333333326,mid1980s,top30
"Boy, I've Been Told",237.0,0.48523206751054854,"i","do","you","to","it","did","","me","just","boy","to do","did you","can`t take","take it","do i","you do","i`ve been","been told","told leaving","leaving you","can`t take it","boy i`ve been","i`ve been told","been told leaving","told leaving you","leaving you is","you is the","is the thing","the thing to","thing to do",79,5,8,50,0,26,11,18,23,0,12,0,5,1.1400000000000001,late1980s,top50
"Boyfriend",378.0,0.3306878306878307,"whoa","you","i","your","how","didn't","steal","boyfriend","hey","long","i didn't","didn't steal","steal your","your boyfriend","whoa whoa","long 'til","hey how","how long","boyfriend hey","'til you","i didn't steal","didn't steal your","steal your boyfriend","how long 'til","hey how long","your boyfriend hey","boyfriend hey how","long 'til you","whoa whoa ha","whoa whoa whoa",74,4,18,75,0,55,3,43,44,9,23,0,30,5.119999999999999,mid2000s,top20
"Boyfriend",362.0,0.3397790055248619,"you","i","never","be","let","i’d","your","a","go","","never let","let you","you go","if i","i was","was your","i’d never","your boyfriend","you want","if","never let you","let you go","if i was","i was your","was your boyfriend","i’d never let","if i","your boyfriend i’d","boyfriend i’d never","your boyfriend i'd",88,6,8,85,2,74,7,29,32,4,25,0,2,6.635294117647059,early2010s,top10
"Boyfriend #2",483.0,0.2774327122153209,"you","i'm","the","don't","boyfriend","number","2","to","he","it","boyfriend number","number 2","i'm boyfriend","he don't","do i'm","got a","on the","2 'cause","'cause the","the first","boyfriend number 2","i'm boyfriend number","do i'm boyfriend","number 2 'cause","2 'cause the","'cause the first","the first one","first one he","one he don't","he don't really",97,7,18,77,19,93,14,56,53,4,34,0,11,3.181818181818182,late2000s,top50
"Boys 'Round Here",406.0,0.39408866995073893,"red","the","ride","a","and","let's","","you","ooh","to","red red","let's ride","ooh let's","'round here","red redneck","boys 'round","to the","the boys","chew tobacco","ooh","red red red","ooh let's ride","red red redneck","boys 'round here","the boys 'round","ooh let's","to the river","redneck  well","well the","well the boys",74,11,44,27,3,112,8,30,30,0,60,0,7,1.1851851851851851,early2010s,top20
"Boys 'Round Here",406.0,0.39408866995073893,"red","the","ride","a","and","let's","","you","ooh","to","red red","let's ride","ooh let's","'round here","red redneck","boys 'round","to the","the boys","chew tobacco","ooh","red red red","ooh let's ride","red red redneck","boys 'round here","the boys 'round","ooh let's","to the river","redneck  well","well the","well the boys",74,11,44,27,3,112,8,30,30,0,60,0,7,1.1851851851851851,early2010s,top20
"Boys Do Fall In Love",253.0,0.3359683794466403,"boys","love","in","a","to","the","oh","be","makin","cry","boys boys","makin love","don't cry","to be","fall in","in love","cry now","oh boys","boys do","do fall","fall in love","don't cry now","boys do fall","do fall in","in love they","love they make","they make time","make time makin","time makin love","makin love on",53,5,11,17,1,79,10,28,9,7,32,0,1,-5.411764705882353,mid1980s,top40
"Boys Night Out",219.0,0.6027397260273972,"it","the","to","you","i","know","it's","there's","can","in","you know","there's a","you can","in the","boys night","night out","let it","it's the","a girl","the boys","it's the boys","the boys night","boys night out","there's a girl","don't you know","you know it","know it turns","it turns your","turns your blood","your blood to",39,5,11,38,0,39,8,23,20,0,28,0,8,0.5789473684210527,late1980s,top30
"Boyz-N-The-Hood",705.0,0.42127659574468085,"the","in","i","to","a","","my","cuz","said","you","in the","cuz the","the boys","boys in","the hood","hood are","are always","always hard","hard you","you come","cuz the boys","the boys in","boys in the","in the hood","the hood are","hood are always","are always hard","always hard you","hard you come","you come talking",147,15,30,72,12,216,19,76,21,0,92,2,3,7.5,mid2010s,top50
"Brand New Girlfriend",367.0,0.4114441416893733,"i","a","the","and","she","me","got","brand","new","to","i got","brand new","a brand","got a","new girlfriend","like a","feel just","just like","a kid","kid again","i got a","got a brand","a brand new","brand new girlfriend","feel just like","just like a","like a kid","a kid again","kid again i","the deep end",64,14,27,54,0,99,6,38,16,0,45,0,4,2.166666666666666,mid2000s,top40
"Brand New Lover",284.0,0.33098591549295775,"i","to","really","need","do","a","all","the","what","is","i really","need to","what i","really need","to do","do is","is find","a brand","brand new","new lover","what i really","i really need","really need to","need to do","to do is","do is find","a brand new","brand new lover","is find myself","find myself a",64,6,20,44,0,59,18,11,23,0,26,0,13,5.181818181818182,late1980s,top20
"Brass In Pocket",220.0,0.32727272727272727,"gonna","my","you","use","make","got","i","special","to","so","gonna use","make you","use my","you make","gonna make","my my","you notice","'cause i","you see","see there's","gonna use my","make you make","you make you","gonna make you","make you notice","make you see","you see there's","see there's nobody","there's nobody else","nobody else here",72,0,9,42,0,44,6,12,11,0,23,0,1,6.5,early1980s,top20
"Brass Monkey",404.0,0.44554455445544555,"monkey","the","i","it","brass","and","a","you","funky","that","brass monkey","that funky","funky monkey","it i","monkey that","monkey brass","monkey junkie","junkie that","in the","i drink","that funky monkey","brass monkey that","monkey that funky","funky monkey brass","monkey brass monkey","brass monkey junkie","monkey junkie that","junkie that funky","drink brass monkey","pour it on",70,12,24,60,0,125,6,52,9,0,41,0,5,0.6333333333333333,late1980s,top50
"Brave",232.0,0.4956896551724138,"you","the","","be","i","wanna","see","a","can","brave","wanna see","see you","you can","i wanna","you be","be brave","i","you","let the","","wanna see you","i wanna see","see you be","you be brave","i just wanna","just wanna see","fall out honestly","out honestly i","honestly i wanna","say and let",57,10,12,37,1,37,2,19,16,0,34,0,7,0.5405405405405406,mid2010s,top30
"Break Free",146.0,0.636986301369863,"i","it","","the","you","was","don't","want","i've","before","it i","i don't","this is","is the","the part","part when","when i","i can't","","no more","this is the","is the part","the part when","part when i","you want it","want it take","it take it","take it i","it i should","i should have",31,1,13,27,0,26,2,16,11,0,16,0,3,0.11111111111111116,mid2010s,top10
"Break It Down Again",355.0,0.36338028169014086,"the","it","down","break","again","and","in","to","of","no","break it","it down","down again","in the","the world","again break","world of","and all","to the","are my","break it down","it down again","in the world","down again break","again break it","the world of","to the crowd","down again i","again i want","i want to",48,12,22,43,0,83,10,50,26,0,59,0,2,1.2093023255813953,early1990s,top30
"Break It Off",723.0,0.2863070539419087,"it","off","boy","i","me","de","break","to","make","tonight","it off","break it","off boy","to de","off tonight","boy this","this has","has got","got me","i wanna","break it off","it off boy","it off tonight","off boy this","boy this has","this has got","has got me","i wanna know","wanna know boy","know boy if",149,12,37,143,0,174,16,56,47,1,74,7,7,7.454545454545453,late2000s,top10
"Break It To Me Gently",157.0,0.3821656050955414,"me","love","you","it","to","if","the","never","must","take","if you","you must","break it","it to","to me","me gently","give me","a little","'cause i'll","i'll never","if you must","break it to","it to me","to me gently","'cause i'll never","never love again","go then go","then go slowly","you must take","must take your",27,2,8,31,1,21,6,11,32,1,17,0,0,11.35483870967742,early1980s,top20
"Break It Up",360.0,0.3416666666666667,"it","up","i","make","break","you","to","want","don't","no","it up","make it","break it","to break","want to","don't want","i don't","up tonight","why can't","one more","make it up","break it up","to break it","want to break","don't want to","it up tonight","i don't want","it up oh","it up make","up make it",95,6,12,83,4,25,11,22,48,10,35,0,9,0.2530120481927711,early1980s,top30
"Break My Stride",169.0,0.5384615384615384,"you","i","to","and","","me","another","girl","like","you're","another girl","girl like","like you","and you","gonna break","break my","my stride","oh no","no i","i got","another girl like","girl like you","nothing gonna break","gonna break my","break my stride","oh no i","no i got","i got to","got to keep","to keep on",43,7,6,30,0,25,7,19,13,1,16,0,2,3.4,mid1980s,top10
"Break The Ice",383.0,0.2741514360313316,"you","hot","me","get","to","i","make","the","up","let","hot hot","make me","me break","break the","the ice","ice allow","allow me","me to","to get","get you","hot hot hot","make me break","me break the","break the ice","the ice allow","ice allow me","allow me to","me to get","to get you","get you right",106,8,10,83,0,70,13,20,33,1,36,0,3,15.325301204819276,late2000s,top50
"Break Up",691.0,0.2619392185238784,"you","i","lovin","break","why","wanna","would","up?","when","i'm","lovin you","you wanna","why would","would you","break up?","wanna break","you lovin","when i'm","you why","i know","why would you","would you wanna","you wanna break","wanna break up?","lovin you lovin","you lovin you","you why would","i know i","lovin you when","you when i'm",121,7,27,138,2,163,4,62,36,2,81,0,48,2.6449275362318843,late2000s,top20
"Break Up In A Small Town",509.0,0.3379174852652259,"i","the","a","and","they","me","so","on","you","in","so many","when you","you break","break up","up in","in a","a small","small town","i see","the same","when you break","you break up","break up in","up in a","in a small","a small town","never thought that","thought that","that  she","she would",91,23,32,94,1,81,7,62,46,0,62,0,10,4.468085106382979,mid2010s,top50
"Break Up With Him",376.0,0.3191489361702128,"you","him","i","it","know","with","just","girl","up","ain't","with him","i know","break up","up with","know you","him break","girl you","you ain't","ain't in","in love","break up with","up with him","him break up","i know you","with him break","you ain't in","ain't in love","know you ain't","in love with","love with him",83,11,14,86,1,43,7,49,31,0,47,0,4,0.3023255813953488,mid2010s,top50
"Break Ya Neck",887.0,0.24013528748590757,"yo","nigga","we","the","break","you","and","neck","it","me","break yo","yo neck","neck nigga","nigga break","the way","give it","for me","my niggas","yo head","it away","break yo neck","yo neck nigga","neck nigga break","nigga break yo","give it away","the way we","all my niggas","bang yo head","away give it","and the way",152,28,52,132,1,229,15,88,67,0,106,0,17,-1.393939393939394,early2000s,top30
"Break Your Heart",294.0,0.2108843537414966,"break","your","i'm","gonna","only","heart","you","to","i","me","break break","break your","i'm only","only gonna","gonna break","your break","your heart","heart i'm","from the","the start","break break your","i'm only gonna","only gonna break","gonna break break","break your break","your break break","break your heart","your heart i'm","heart i'm only","from the start",63,3,8,57,0,84,7,34,25,0,13,0,0,1.4035087719298245,early2010s,top10
"Breakaway",314.0,0.3885350318471338,"a","and","the","i","i'll","take","breakaway","make","to","out","take a","make a","and breakaway","a chance","chance make","a change","change and","and i'll","of the","a risk","take a chance","a chance make","chance make a","make a change","a change and","change and breakaway","take a risk","a risk take","risk take a","my wings and",69,22,9,24,1,75,8,31,16,0,50,0,9,1.7499999999999998,mid2000s,top10
"Breakdance",153.0,0.5228758169934641,"dance","out","the","breakdancin","break","to","do","there","this","and","dance dance","break out","breakdancin break","out breakdancin","out out","do the","breakdancin dance","dance break","out dance","dance breakdancin","dance dance dance","breakdancin break out","break out breakdancin","out breakdancin break","out out out","breakdancin dance dance","dance dance break","dance break out","break out dance","out dance dance",21,3,8,6,0,61,3,23,6,0,21,0,1,0.5,mid1980s,top10
"Breakdown Dead Ahead",232.0,0.36637931034482757,"no","you","your","down","let","i","you're","in","but","it","no no","danger there's","there's a","a breakdown","breakdown dead","dead ahead","maybe you're","you're in","in way","way above","no no no","danger there's a","there's a breakdown","a breakdown dead","breakdown dead ahead","maybe you're in","you're in way","in way above","way above your","above your head",37,7,8,40,0,54,4,22,28,0,32,0,0,0.0,early1980s,top20
"Breakeven",395.0,0.2759493670886076,"i'm","to","no","don't","when","i","it","a","falling","pieces","it don't","falling to","to pieces","i'm falling","don't break","no it","break even","when a","a heart","heart breaks","i'm falling to","falling to pieces","it don't break","no it don't","don't break even","a heart breaks","heart breaks no","breaks no it","what am i","when a heart",90,12,22,47,0,70,18,35,43,4,35,0,19,1.7872340425531918,early2010s,top20
"Breakfast At Tiffany's",306.0,0.2549019607843137,"i","and","said","the","think","we've","got","what","one","you","and i","i think","i said","we've got","said what","what about","about breakfast","breakfast at","at tiffany's?","tiffany's? she","and i said","i said what","said what about","what about breakfast","about breakfast at","breakfast at tiffany's?","at tiffany's? she","tiffany's? she said","she said i","said i think",78,19,7,59,5,43,3,41,27,0,20,0,4,-12.45762711864407,mid1990s,top10
"Breakin' Away",178.0,0.37640449438202245,"me","breakin","away","your","in","the","love","has","opened","eyes","breakin away","away your","me breakin","your love","love has","has opened","opened eyes","eyes that","that couldn't","couldn't see","breakin away your","me breakin away","away your love","your love has","love has opened","has opened eyes","opened eyes that","eyes that couldn't","that couldn't see","away your beacon",39,1,5,36,1,45,2,19,16,0,13,0,1,11.11111111111111,early1980s,top50
"Breakin' My Heart (Pretty Brown Eyes)",190.0,0.46842105263157896,"you","heart","your","i","","my","to","pretty","brown","eyes","pretty brown","brown eyes","breakin my","my heart","pretty","heart breakin","your heart","here comes","heart is","you know","pretty brown eyes","breakin my heart","heart breakin my","pretty brown","my heart breakin","your heart is","you know i","pretty","brown eyes","here comes my",46,4,15,40,1,40,5,12,11,0,15,0,1,5.5,early1990s,top10
"Breakin'...There's No Stopping Us",379.0,0.21899736147757257,"no","{no","us","stoppin'}","there's","stoppin","na","one","does","it","{no stoppin'}","there's no","no stoppin","stoppin us","us {no","na na","one does","does it","no one","it better","there's no stoppin","no stoppin us","stoppin us {no","us {no stoppin'}","na na na","one does it","no one does","does it better","{no stoppin'} no","stoppin'} no one",64,4,28,53,4,81,10,26,42,0,67,0,0,-34.283018867924525,mid1980s,top10
"Breaking All The Rules",239.0,0.3682008368200837,"oh","you","all","the","i","and","to","breaking","rules","we","oh oh","all the","breaking all","the rules","are you","you ready","ready to","i know","rules when","when we","breaking all the","all the rules","oh oh oh","are you ready","you ready to","the rules when","rules when we","when we get","we get together","get together anything",52,8,12,38,0,34,7,16,29,3,35,0,5,0.5526315789473684,late1990s,top40
"Breaking Away",183.0,0.32786885245901637,"breaking","away","i'm","ooh","you","me","know","i'll","be","i","breaking away","i'm breaking","away ooh","ooh i'm","you know","i'll be","be breaking","i've been","know i'll","away i'm","i'm breaking away","breaking away ooh","ooh i'm breaking","away ooh i'm","i'll be breaking","be breaking away","you know i'll","know i'll be","breaking away i'm","away i'm breaking",59,2,3,34,0,20,3,9,44,0,9,0,0,2.117647058823529,early1980s,top30
"Breaking Free",272.0,0.33455882352941174,"we're","free","a","breaking","we","to","that","the","in","ohh","breaking free","we're breaking","that we","not a","breakin free","more than","we're breakin","flyin there's","there's not","a star","we're breaking free","we're breakin free","flyin there's not","there's not a","not a star","a star in","star in heaven","in heaven that","heaven that we","that we can't",48,3,22,27,0,71,7,35,19,0,38,0,2,-16.0,mid2000s,top10
"Breaking The Habit",262.0,0.35877862595419846,"i","the","don't","i'm","know","to","breaking","habit","why","one","i don't","don't know","i'm breaking","breaking the","the habit","why i","the one","i have","habit i'm","know what's","i don't know","i'm breaking the","breaking the habit","the habit i'm","habit i'm breaking","know what's worth","what's worth fighting","worth fighting for","fighting for or","for or why",73,8,3,41,5,36,8,16,31,0,26,0,15,0.4878048780487805,mid2000s,top20
"Breaking Us In Two",244.0,0.36065573770491804,"us","we","breaking","could","to","two","you","i","do","something","breaking us","us in","always something","something breaking","in two","we could","for us","it's oh","oh so","say that","breaking us in","always something breaking","something breaking us","us in two","it's oh so","don't you feel","you feel like","through always something","like breaking out","feel like breaking",50,5,9,39,11,33,7,38,25,0,25,0,2,-25.282051282051285,early1980s,top20
"Breakout",261.0,0.27586206896551724,"to","breakout","and","a","say","you've","make","don't","break","stop","to make","breakout don't","to ask","stop to","don't stop","now you've","you've found","found a","a break","break to","breakout don't stop","don't stop to","stop to ask","now you've found","you've found a","found a break","a break to","break to make","to make at","make at last",64,15,12,12,0,70,23,26,7,0,23,0,9,0.0,late1980s,top10
"Breathe",888.0,0.29617117117117114,"a","and","then","the","you","breathe","they","gotta","i","in","and then","then a","then you","you gotta","a two","can't breathe","four then","in the","one and","two and","and then a","then you gotta","then a two","four then you","a two and","two and then","a two three","two three and","three and then","then a three",154,44,41,129,33,173,10,89,83,0,118,0,14,4.496124031007752,mid2000s,top10
"Breathe",257.0,0.3657587548638132,"the","and","i","you","to","breathe","that","just","can","feel","i can","can feel","to be","feel you","you breathe","in the","up in","caught up","the touch","slow and","i can feel","can feel you","feel you breathe","caught up in","up in the","in the touch","slow and steady","and steady rush","baby isn't that","isn't that the",63,12,9,33,0,44,8,25,18,0,44,0,1,2.1818181818181817,early2000s,top10
"Breathe",248.0,0.3911290322580645,"i","breathe","just","you","everything","is","alright","if","me","the","everything is","is alright","if i","i just","just breathe","i've been","breathe let","let it","it fill","fill the","everything is alright","if i just","i just breathe","just breathe let","breathe let it","let it fill","it fill the","fill the space","the space between","space between i'll",59,5,12,38,2,51,5,26,26,0,21,0,3,2.526315789473684,early2000s,top40
"Breathe (2 AM)",354.0,0.4745762711864407,"the","breathe","just","and","you","like","in","to","a","'cause","breathe just","just breathe","to the","breathe oh","oh breathe","jump the","the track","track we're","we're like","like cars","breathe just breathe","just breathe oh","breathe oh breathe","oh breathe just","the track we're","track we're like","we're like cars","like cars on","cars on a","on a cable",58,14,11,39,3,85,7,48,35,4,49,0,1,3.0769230769230766,mid2000s,top50
"Breathe Again",431.0,0.1902552204176334,"i","again","you","never","breathe","and","if","my","can't","that","breathe again","i can't","i never","and i","again breathe","if i","that i","can't stop","again if","i shall","breathe again breathe","again breathe again","and i can't","if i never","i can't stop","again if i","that i shall","i shall never","shall never breathe","never breathe again",88,17,1,94,0,46,6,61,72,0,43,0,3,6.8936170212765955,mid1990s,top10
"Breathe, Stretch, Shake",697.0,0.3701578192252511,"i","and","it","go","the","a","breathe","stretch","shake","let","breathe stretch","stretch shake","shake let","let it","it go","up and","these people","people up","and show","show them","breathe stretch shake","stretch shake let","shake let it","let it go","these people up","people up and","up and show","and show them","show them they","them they keep",150,22,28,92,4,191,9,72,48,1,70,0,10,2.4130434782608696,mid2000s,top30
"Breathless",262.0,0.31679389312977096,"on","go","me","yeah","and","i","come","can't","it","leave","go on","on go","come on","yeah yeah","leave me","me breathless","on come","i can't","it can't","on leave","go on go","on go on","leave me breathless","yeah yeah yeah","go on come","on come on","on leave me","so go on","come on and","on and leave",67,11,13,39,0,30,4,35,32,7,24,0,0,6.666666666666666,early2000s,top40
"Bright",248.0,0.3387096774193548,"you","and","the","","la","did","i","it","bright","i'm","did you","you and","you make","la la","i think","should be","be","you","good and","and that's","good and that's","way it should","it should be","should be","be  you","did you","did you see","you see that","see that shooting","that shooting star",62,15,15,37,0,57,4,17,14,0,20,6,1,2.4324324324324325,mid2010s,top40
"Bright Lights",290.0,0.3448275862068966,"you","on","baby","maybe","come","home","in","all","out","this","come on","on home","maybe maybe","baby baby","in this","some things","home let","let that","that city","baby when","come on home","on home let","home let that","let that city","baby baby baby","baby baby when","baby when all","when all your","all your love","your love is",53,6,4,37,0,66,3,45,24,1,42,0,9,3.2432432432432434,early2000s,top30
"Brighter Than The Sun",274.0,0.4562043795620438,"it","the","i","","to","you","a","and","like","we","like a","i i","brighter than","than the","the sun","it you","i'm gonna","chance to","to say","say","brighter than the","than the sun","chance to say","to say","felt this way","this way before","i swear you","swear you hit","you hit me","hit me like",59,10,10,42,0,59,8,29,13,1,34,0,9,0.0,early2010s,top50
"Brilliant Disguise",273.0,0.5054945054945055,"i","the","you","just","look","baby","in","me","your","a","just a","is that","baby or","or just","a brilliant","brilliant disguise","i look","look in","in your","your eyes","baby or just","or just a","just a brilliant","a brilliant disguise","i look in","look in your","in your eyes","your eyes is","eyes is that","is that you",56,8,14,44,0,51,3,29,32,1,24,0,11,2.6136363636363633,late1980s,top10
"Bring 'Em Out",722.0,0.30886426592797783,"out","bring","em","the","i","yellin","in","a","and","you","bring em","em out","out bring","yellin bring","in the","out all","hands in","the air","air now","now hands","bring em out","em out bring","out bring em","yellin bring em","em out all","hands in the","in the air","air now hands","the air now","girls yellin bring",137,16,52,127,3,160,11,77,42,0,89,0,8,1.2598425196850398,mid2000s,top10
"Bring Down The Moon",260.0,0.34615384615384615,"the","down","love","bring","moon","perfect","and","so","to","that","bring down","down the","the moon","perfect love","love perfect","so bring","so let","let the","the rain","rain come","bring down the","down the moon","perfect love perfect","love perfect love","so bring down","the rain come","rain come down","the moon the","moon the mythic","the mythic and",43,10,22,16,1,74,6,36,10,0,38,0,4,-1.5,late1980s,top50
"Bring It All To Me",307.0,0.3322475570032573,"your","oh","baby","me","to","it","i","you","bring","all","oh baby","to me","baby bring","bring it","it all","all to","me but","but i","i don't","don't need","oh baby bring","baby bring it","bring it all","it all to","all to me","to me but","me but i","but i don't","i don't need","don't need no",48,12,13,74,0,70,13,13,14,14,30,0,6,6.662162162162162,early2000s,top10
"Bring Me To Life",313.0,0.33226837060702874,"me","wake","up","i","save","my","the","inside","to","can't","wake me","me up","save me","i can't","up wake","up inside","can't wake","wake up","me from","from the","wake me up","up wake me","me up inside","i can't wake","can't wake up","save me from","me from the","bring me to","me to life","me up wake",59,6,7,67,1,60,9,34,20,0,47,0,3,30.805970149253735,early2000s,top10
"Bring On The Rain",185.0,0.41081081081081083,"the","bring","on","i'm","and","rain","not","another","day","gonna","bring on","on the","the rain","i'm not","another day","and i'm","not gonna","so bring","anyway so","thirsty anyway","bring on the","on the rain","i'm not gonna","so bring on","and i'm thirsty","i'm thirsty anyway","thirsty anyway so","anyway so bring","day and i'm","'cause tomorrow's another",34,11,4,9,0,46,1,9,28,0,42,0,1,1.3333333333333333,early2000s,top40
"Bring The Pain",576.0,0.4982638888888889,"the","it","i","to","and","it's","me","real","you","son","really real","is it","real son","son if","if it's","it's really","it's the","i'll fuckin","method man","now i","son if it's","if it's really","it's really real","give it to","it to me","is it real","it real son","real son is","son is it","is it really",93,15,41,76,9,168,14,59,30,0,64,0,7,3.789473684210526,mid1990s,top50
"Broadway",338.0,0.3343195266272189,"you","the","to","you're","a","broadway","is","dark","tonight","in","broadway is","is dark","dark tonight","tonight a","a little","little bit","bit weaker","weaker than","than you","you used","broadway is dark","is dark tonight","dark tonight a","tonight a little","a little bit","little bit weaker","bit weaker than","weaker than you","than you used","you used to",73,6,35,41,5,80,14,33,15,0,32,0,4,0.4390243902439024,early2000s,top30
"Broken",176.0,0.3409090909090909,"i","and","i'm","you","when","away","don't","feel","broken","gone","don't feel","and i","i'm broken","broken when","when i'm","i don't","gone away","hold you","you high","i wanna","i'm broken when","broken when i'm","and i don't","i don't feel","i wanna hold","wanna hold you","hold you high","because i'm broken","high and steal","and steal your",50,11,17,38,0,17,3,10,18,0,4,0,8,1.3421052631578947,mid2000s,top20
"Broken Arrow",254.0,0.3661417322834646,"you","i","the","whole","world","around","a","turning","my","bring","whole world","turning my","my whole","world around","bring you","you a","there he","he goes","who else","else is","turning my whole","my whole world","whole world around","gonna bring you","bring you a","there he goes","who else is","else is gonna","is gonna bring","world around turning",67,0,12,48,0,40,5,28,14,0,26,0,14,5.437500000000001,early1990s,top20
"Broken Wings",239.0,0.3179916317991632,"and","the","yeah","to","so","learn","us","take","we","of","learn to","yeah yeah","us in","let us","take these","these broken","broken wings","to fly","to live","so free","let us in","take these broken","these broken wings","yeah yeah yeah","learn to live","when we hear","we hear the","hear the voices","the voices sing","voices sing the",60,13,11,26,0,40,10,20,15,0,36,0,8,-13.846153846153847,mid1980s,top10
"Brokenhearted",250.0,0.32,"over","i","brokenhearted","i'm","to","again","only","it's","get","not","only brokenhearted","get over","life's not","not over","over i","i can","can start","start again","again while","while i'm","only brokenhearted life's","brokenhearted life's not","life's not over","not over i","over i can","i can start","can start again","again while i'm","while i'm lonely","i'm lonely brokenhearted",57,6,7,27,0,38,10,38,37,4,25,0,1,0.4444444444444444,mid1990s,top10
"Brokenhearted",317.0,0.4952681388012618,"you","me","","on","in","the","it","a","i","to","come on","leave me","me brokenhearted","on that’s","that’s right","don’t you","you leave","in a","now i’m","brokenhearted tonight","leave me brokenhearted","come on that’s","on that’s right","me brokenhearted tonight","brokenhearted tonight come","tonight come on","you leave me","don’t you leave","i’ve been waiting","finish what we",66,7,23,40,3,70,8,28,31,4,32,0,5,6.075,early2010s,top20
"Brokenheartsville",246.0,0.3861788617886179,"the","i","to","in","my","that","who","here's","can","girl","here's to","to the","the past","past they","they can","can kiss","kiss my","my glass","glass i","i hope","here's to the","to the past","the past they","past they can","they can kiss","can kiss my","kiss my glass","my glass i","glass i hope","i hope she's",46,1,6,41,0,57,11,24,22,0,32,0,6,3.1707317073170724,early2000s,top30
"Brown Sugar",273.0,0.4175824175824176,"sugar","i","brown","of","your","want","some","me","to","you","sugar sugar","brown sugar","i want","want some","some of","of your","your brown","sugar i","way that","let me","sugar sugar sugar","i want some","want some of","some of your","of your brown","your brown sugar","brown sugar sugar","sugar sugar i","sugar i want","sugar sugar ooh",44,4,15,50,0,85,6,23,11,0,27,0,8,3.0599999999999996,mid1990s,top30
"Bruce",363.0,0.45179063360881544,"i","bruce","me","it","you","and","name","he","she","a","bruce bruce","bruce i","i can","can hear","called me","hear her","calling bruce","me bruce","my name","i was","bruce bruce i","bruce i can","i can hear","can hear her","calling bruce bruce","called me bruce","me bruce bruce","hear her calling","her calling bruce","my name is",92,12,16,89,1,77,5,22,12,1,33,0,3,4.393258426966291,mid1980s,top30
"Bubbly",221.0,0.47058823529411764,"you","","me","wherever","i","a","now","in","your","my","wherever wherever","wherever you","you go","you make","make me","for a","a while","while now","me smile","a child","wherever you go","you make me","for a while","a while now","make me smile","a child now","child now cause","now cause every","cause every time","it starts",53,6,11,46,0,39,1,21,18,0,19,0,7,8.217391304347824,late2000s,top10
