@relation lyrics383.small

@attribute song string
@attribute numWords numeric
@attribute distinctWRatio numeric
@attribute word_1 string
@attribute word_2 string
@attribute word_3 string
@attribute word_4 string
@attribute word_5 string
@attribute word_6 string
@attribute word_7 string
@attribute word_8 string
@attribute word_9 string
@attribute word_10 string
@attribute phrase2_1 string
@attribute phrase2_2 string
@attribute phrase2_3 string
@attribute phrase2_4 string
@attribute phrase2_5 string
@attribute phrase2_6 string
@attribute phrase2_7 string
@attribute phrase2_8 string
@attribute phrase2_9 string
@attribute phrase2_10 string
@attribute phrase3_1 string
@attribute phrase3_2 string
@attribute phrase3_3 string
@attribute phrase3_4 string
@attribute phrase3_5 string
@attribute phrase3_6 string
@attribute phrase3_7 string
@attribute phrase3_8 string
@attribute phrase3_9 string
@attribute phrase3_10 string
@attribute pos_verb numeric
@attribute pos_conj numeric
@attribute pos_adj numeric
@attribute pos_pronoun numeric
@attribute pos_number numeric
@attribute pos_noun numeric
@attribute pos_to numeric
@attribute pos_prep numeric
@attribute pos_adv numeric
@attribute pos_interj numeric
@attribute pos_other numeric
@attribute pos_foreign numeric
@attribute pos_wh numeric
@attribute narcScore numeric
@attribute period {early1980s,mid1980s,late1980s,early1990s,mid1990s,late1990s,early2000s,mid2000s,late2000s,early2010s,mid2010s}
@attribute rank {top10,top20,top30,top40,top50,notTop}

@data
"Bubbly",254.0,0.3858267716535433,"you","me","i","wherever","my","a","now","in","your","it","make me","for a","a while","while now","you make","you go","my nose","me smile","just take","take your","for a while","a while now","you make me","make me smile","just take your","take your time","nose wherever it","wherever it goes","it goes i","goes i always",63,5,9,60,0,39,1,29,21,0,21,0,6,11.333333333333332,late2000s,top10
"Budapest",119.0,0.6470588235294118,"","you","my","and","if","it","all","x2","a","of","my","if you","x2","for you","you you","you i'?d","it all","all","","golden grand","you you i'?d","it all","my house in","house in budapest","in budapest my","budapest my hidden","my hidden treasure","hidden treasure chest","treasure chest golden","chest golden grand",19,5,9,24,1,24,1,11,9,0,15,0,1,1.0,mid2010s,top40
"Buddy",569.0,0.2741652021089631,"be","i","you","a","and","d","if","could","don't","it","if you","could be","don't be","it a","i could","it'll be","be fly","fly if","you were","were my","it'll be fly","be fly if","fly if you","if you were","you were my","were my b","my b u","b u d","u d d","d d y",126,25,33,91,1,119,10,43,36,0,77,0,8,6.065934065934066,late2000s,top40
"Buddy X",204.0,0.45098039215686275,"you","buddy","my","friend","your","and","the","what","woman","who","buddy my","my friend","your woman","friend who","who you","you think","think you","you fooling","fooling buddy","x'd soon","buddy my friend","my friend who","friend who you","who you think","you think you","think you fooling","you fooling buddy","fooling buddy my","my friend and","friend and what",30,8,15,40,0,58,3,13,11,1,12,0,13,4.8,early1990s,top50
"Buffalo Stance",511.0,0.3835616438356164,"you","the","a","we","looking","in","with","my","of","love","looking good","with me","in a","a buffalo","buffalo stance","make a","you get","who's looking","state of","of mind","in a buffalo","a buffalo stance","who's looking good","state of mind","no moneyman can","moneyman can win","can win my","win my love","my love it's","love it's sweetness",100,12,25,75,0,135,8,65,26,0,58,0,7,6.16,late1980s,top10
"Bug A Boo",738.0,0.3008130081300813,"you","the","a","on","me","i","my","you're","buggin","'cuz","on the","a bug","bug a","a boo","you're buggin","'cuz you","the floor","everybody on","you a","come on","a bug a","bug a boo","everybody on the","on the floor","'cuz you a","you a bug","side everybody on","come on come","on come on","it's not hot",151,13,22,129,2,193,12,64,28,0,107,0,17,16.868217054263567,late1990s,top40
"Bugatti",657.0,0.3896499238964992,"i","a","in","up","woke","new","bugatti","on","the","you","woke up","in a","a new","i woke","up in","new bugatti","bugatti i","me a","i","i come","i woke up","woke up in","up in a","in a new","a new bugatti","new bugatti i","bugatti i woke","i come","i come looking","come looking for",113,5,46,94,5,179,2,88,22,2,93,2,6,5.063829787234042,early2010s,top40
"Building A Mystery",257.0,0.42412451361867703,"a","and","you're","in","building","mystery","the","holding","working","your","building a","a mystery","you're working","working building","yeah you're","and a","mystery holding","holding on","holding it","it in","building a mystery","you're working building","working building a","yeah you're working","a mystery holding","mystery holding on","holding it in","a mystery and","mystery and choosing","and choosing so",42,15,12,24,1,74,1,24,18,1,40,0,5,-5.0,late1990s,top20
"Bullet With Butterfly Wings",242.0,0.371900826446281,"a","i","","my","all","just","the","you","still","rage","all my","despite all","my rage","rage i","i am","am still","still just","just a","a rat","rat in","despite all my","all my rage","my rage i","rage i am","i am still","am still just","still just a","just a rat","a rat in","rat in a",40,9,17,33,6,42,3,26,22,0,39,0,5,7.878787878787879,mid1990s,top30
"Bulletproof",241.0,0.3817427385892116,"i'll","time","be","this","bulletproof","baby","me","you","to","i","this time","i'll be","be bulletproof","bulletproof this","time baby","baby i'll","let you","tick tick","i won't","won't let","i'll be bulletproof","be bulletproof this","bulletproof this time","this time baby","time baby i'll","baby i'll be","i won't let","won't let you","fun don't put","don't put me",54,3,21,26,0,52,6,17,19,1,39,0,3,6.538461538461538,early2010s,top10
"Bump N' Grind",281.0,0.28113879003558717,"i","see","don't","nothing","wrong","you","with","a","little","bump","i don't","don't see","see nothing","nothing wrong","wrong with","with a","a little","little bump","bump n","n grind","i don't see","don't see nothing","see nothing wrong","nothing wrong with","wrong with a","with a little","a little bump","little bump n","bump n grind","n grind i",52,4,29,46,0,70,7,19,28,2,21,0,3,2.4347826086956523,mid1990s,top10
"Bump, Bump, Bump",664.0,0.2891566265060241,"me","you","bump","i","that","it","to","baby","the","du","bump bump","du du","let me","body go","that sexy","baby turn","turn around","around and","and let","me see","bump bump bump","du du du","baby turn around","turn around and","around and let","and let me","let me see","me see that","see that sexy","that sexy body",152,16,35,122,0,151,15,58,35,0,69,3,8,14.737704918032787,early2000s,top10
"Burn",295.0,0.3016949152542373,"burn","the","we","fire","it","they","up","gonna","","to","burn burn","fire fire","we got","got the","the fire","gonna let","let it","it burn","to the","we gonna","burn burn burn","we got the","gonna let it","let it burn","it burn burn","got the fire","we gonna let","the fire fire","fire fire fire","the lights turned",88,6,6,41,1,61,6,22,16,2,39,0,7,-21.585365853658537,mid2010s,top20
"Burn",295.0,0.3016949152542373,"burn","the","we","fire","it","they","up","gonna","","to","burn burn","fire fire","we got","got the","the fire","gonna let","let it","it burn","to the","we gonna","burn burn burn","we got the","gonna let it","let it burn","it burn burn","got the fire","we gonna let","the fire fire","fire fire fire","the lights turned",88,6,6,41,1,61,6,22,16,2,39,0,7,-21.585365853658537,early2010s,top20
"Burn",264.0,0.3181818181818182,"burn","for","you","me","a","i","to","be","want","and","for me","burn for","i want","want you","you to","to burn","be a","burn burn","you wanna","do you","burn for me","i want you","want you to","you to burn","burn burn for","do you wanna","for me baby","you gonna be","gonna be a","you wanna be",59,11,13,44,0,61,11,42,0,3,18,0,2,6.499999999999999,early2000s,top50
"Burn",591.0,0.2808798646362098,"it","i","you","let","burn","it's","to","know","but","ooh","let it","it burn","ooh ooh","but you","you know","gotta let","burn let","know that","that it's","burn gotta","let it burn","ooh ooh ooh","gotta let it","it burn let","burn let it","but you know","know that it's","it burn gotta","burn gotta let","ain't the same",166,23,23,122,4,84,16,59,37,0,48,0,9,4.9016393442622945,mid2000s,top10
"Burn It Down",212.0,0.39622641509433965,"the","you","to","i","","and","it","me","turn","that","there at","at the","the turn","and you","you were","were there","turn waiting","waiting to","to let","let me","there at the","at the turn","and you were","you were there","were there at","the turn waiting","turn waiting to","waiting to let","to burn it","building it up",49,9,3,40,1,34,11,18,12,0,31,0,4,3.8,early2010s,top30
"Burnin' For You",214.0,0.3130841121495327,"i'm","burnin","the","for","you","home","time","out","burn","no","i'm burnin","burnin i'm","burnin for","for you","burn out","out the","you i'm","in the","the day","day burn","i'm burnin i'm","burnin i'm burnin","i'm burnin for","burnin for you","burn out the","for you i'm","you i'm burnin","the day burn","day burn out","out the night",33,5,5,16,1,72,5,39,3,0,33,0,2,1.3125,early1980s,top40
"Burnin' It Down",306.0,0.3464052287581699,"it","you","burnin","down","i","","my","up","girl","the","burnin it","it down","down burnin","in my","rock it","i wanna","you know","know that","through the","up like","burnin it down","it down burnin","down burnin it","you know that","it you know","light it up","it up like","up like it's","like it's our","it's our last",55,2,19,66,0,60,6,38,28,0,29,0,3,2.0,mid2010s,top20
"Burnin' Up",272.0,0.38235294117647056,"i'm","up","burnin","and","the","you","baby","for","who","i","burnin up","up burnin","up for","for you","you baby","and i'm","i'm tryin","tryin keep","keep from","from goin","burnin up burnin","up burnin up","burnin up for","up for you","for you baby","i'm tryin keep","tryin keep from","keep from goin","from goin under","goin under baby",54,13,10,37,0,65,0,38,15,0,34,0,6,2.7567567567567566,late2000s,top10
"Burning Down The House",214.0,0.6448598130841121,"the","house","burning","down","you","a","to","fire","out","not","burning down","down the","the house","hold tight","but not","you might","you expect","fightin fire","fire with","with fire","burning down the","down the house","fightin fire with","fire with fire","with fire huah","the house burning","house burning down","you might get","might get what","get what you're",44,3,12,19,3,53,4,24,18,1,29,0,4,1.736842105263158,early1980s,top10
"Burning Heart",237.0,0.41350210970464135,"the","in","a","burning","heart","it's","there's","against","just","about","in the","the burning","burning heart","heart just","just about","about to","to burst","burst there's","there's a","a quest","in the burning","the burning heart","burning heart just","heart just about","just about to","about to burst","to burst there's","burst there's a","there's a quest","a quest for",21,2,22,10,1,75,4,48,7,0,46,0,1,-5.6,mid1980s,top10
"Burning Heart",212.0,0.25471698113207547,"this","me","it","burning","heart","of","won't","let","be","the","this burning","burning heart","let me","me be","won't let","after all","all this","this time","it feel","does it","this burning heart","let me be","won't let me","after all this","all this time","does it feel","burning heart of","heart of mine","of mine it","mine it still",60,2,6,40,0,32,3,21,12,0,30,0,6,7.0,early1980s,top40
"Burning House",270.0,0.362962962962963,"you","i","the","been","to","in","this","","burning","house","burning house","i've been","been sleepwalking","in this","this burning","i can","can hold","house","i've","sleepwalking been","i've been sleepwalking","in this burning","this burning house","i can hold","burning house","i've been","been sleepwalking been","sleepwalking been wandering","been wandering all","wandering all night",66,10,9,35,1,48,8,31,22,1,38,0,1,-3.0285714285714285,mid2010s,top50
"Bust A Move",513.0,0.5107212475633528,"a","you","to","the","and","your","so","in","you're","she","a move","then you","bust a","girls are","got no","just to","to dance","all the","she says","to get","bust a move","you got no","just to start","to start the","says she wants","she wants to","wants to dance","just bust a","fellas tryin to","tryin to do",107,18,40,53,3,120,19,37,41,1,70,0,4,0.0,late1980s,top10
"Bust It Baby Part 2",432.0,0.3680555555555556,"she","her","my","it","baby","bust","like","the","i","me","she my","my bust","bust it","it baby","baby she","like she","for her","care about","her sex","sex game","she my bust","my bust it","bust it baby","it baby she","baby she my","her sex game","sex game crazy","game crazy body","crazy body so","body so amazing",80,2,23,131,0,95,4,45,16,1,23,0,12,6.145038167938932,late2000s,top10
"Bust Your Windows",410.0,0.33170731707317075,"i","you","it","that","to","but","me","the","hey","did","your car","hey hey","out your","i did","it i","i bust","bust the","the windows","windows out","that i","out your car","hey hey hey","i bust the","bust the windows","the windows out","windows out your","your car you","i did it","i must admit","must admit it",102,13,17,107,2,50,11,31,27,3,33,0,14,4.149532710280374,late2000s,top40
"Busy Man",300.0,0.4266666666666667,"you","a","got","and","the","say","that","busy","to","man","busy man","you say","got to","you got","a busy","there's a","i'm a","to go","go got","to run","i'm a busy","a busy man","you got to","got to go","to go got","go got to","got to run","schedule that you","that you keep","you keep and",68,9,21,44,1,63,7,26,18,0,36,0,7,-1.5454545454545454,late1990s,top50
"But For The Grace Of God",256.0,0.40234375,"i","and","the","but","of","for","grace","god","been","your","but for","for the","the grace","grace of","of god","i'd be","be lost","lost but","and i","oh lord","but for the","for the grace","the grace of","grace of god","i'd be lost","be lost but","lost but for","lord i'd be","oh lord i'd","i see is",59,21,12,35,1,52,3,26,12,3,28,0,4,0.1428571428571429,early2000s,top40
"But You Know I Love You",316.0,0.34810126582278483,"you","i","love","know","that","but","the","oh","to","how","i love","love you","you know","know that","that i","but you","you but","you oh","how i","you you","i love you","you know that","know that i","that i love","but you know","love you but","you but you","love you oh","you you know","love you you",73,18,6,86,0,41,6,34,20,0,23,0,9,1.5348837209302326,early1980s,top50
