Word,1st Year,Nth Year, Avg Year,Frequency,Standard Dev.
drunk,1995,2014,2007,37,8.48846594232751
use,1990,1990,1990,16,0.0
oohoh,1989,1989,1989,11,0.0
letting,1987,1987,1987,14,0.0
babe,1983,2012,2003,92,8.741455455372456
sinking,1986,1986,1986,3,0.0
decree,1992,1993,1992,21,0.9258200997725514
baby,1982,2014,1998,319,9.053827192621682
parachute,2002,2003,2002,17,0.9074852129730301
limousine,1989,1990,1989,16,0.3535533905932738
nineteen,2002,2003,2002,17,0.9074852129730301
startin,1980,1981,1980,21,0.7559289460184544
eeee,2011,2011,2011,1,0.0
back,1982,2014,1999,415,8.804161119155431
come,1983,2014,1998,477,8.379870059984357
seen,1984,2003,1992,43,8.649505967878865
seem,1986,2010,1988,27,6.003085626328933
material,1989,1990,1989,16,0.3535533905932738
talking,1991,1991,1991,14,0.0
either,2014,2014,2014,10,0.0
dribble,1993,1994,1993,11,0.5222329678670935
feeling,1983,2013,1995,64,11.220099152859568
ballistics,1991,1991,1991,14,0.0
cos,1991,1991,1991,14,0.0
supposed,1998,2003,2000,54,1.9388809296239053
faded,1995,2014,2006,29,9.253144852166338
feelins,1999,1999,1999,13,0.0
beleive,1993,1994,1993,11,0.5222329678670935
courtesy,1994,1994,1994,3,0.0
gimme,2006,2006,2006,18,0.0
chicago,2012,2012,2012,8,0.0
burned,1989,2009,1999,30,10.0
e40,2000,2000,2000,29,0.0
whos,1991,2013,2002,74,9.448294569406178
whoo,1982,1982,1982,14,0.0
hundreds,1985,1985,1985,10,0.0
cost,1984,2000,1997,35,6.035608621222174
december,1995,2009,1996,12,3.872983346207417
drivethrough,1999,2000,1999,8,0.6123724356957945
sweet,1982,2014,1997,21,13.073054803861334
whoa,1987,1998,1996,32,1.9685019685029528
sound,1983,2014,1988,25,7.236021006050217
troop,1985,1985,1985,10,0.0
bandana,2009,2009,2009,1,0.0
dumpin,1995,1995,1995,11,0.0
seduction,1989,1989,1989,11,0.0
chasing,2003,2004,2003,28,0.823754471047914
regular,2012,2012,2012,8,0.0
camera,2014,2014,2014,18,0.0
iphone,2011,2012,2011,16,0.5590169943749475
hoopty,2003,2003,2003,22,0.0
cry,1982,2003,1994,150,5.295280917949491
downstairs,1999,1999,1999,6,0.0
prolly,2014,2014,2014,10,0.0
thug,1995,2000,1998,40,2.318404623873926
unit,1993,1994,1993,11,0.5222329678670935
changing,1983,2007,1990,43,7.6279778782864796
monkey,1999,2000,1999,8,0.6123724356957945
person,1987,2014,2011,12,7.5
sideburns,2002,2003,2002,17,0.9074852129730301
house,1987,2014,2004,97,10.628690990190112
hoopin,1993,1994,1993,11,0.5222329678670935
understands,1983,1990,1986,29,3.586372675213389
tree,2014,2014,2014,18,0.0
pour,2014,2014,2014,18,0.0
nights,1995,2013,2002,50,7.713624310270756
heels,2005,2005,2005,14,0.0
ninini,1985,1985,1985,10,0.0
blame,1980,2011,1995,42,15.238578861373055
million,1986,1986,1986,9,0.0
hugs,2000,2000,2000,29,0.0
forgettin,2003,2003,2003,6,0.0
hours,1985,2010,1996,19,12.511047749468215
unk,2007,2007,2007,17,0.0
nightmare,2009,2009,2009,1,0.0
funeral,2011,2011,2011,21,0.0
retarded,2004,2005,2004,38,0.8885233166386386
glove,1988,1988,1988,14,0.0
trey,2012,2012,2012,8,0.0
mohammed,1993,1994,1993,11,0.5222329678670935
cents,1983,1983,1983,13,0.0
souls,1992,1995,1993,62,1.157026221578126
bonnie,2002,2003,2002,22,0.7687061147858074
lyrics,1991,1991,1991,18,0.0
according,1985,1985,1985,10,0.0
modern,1994,1994,1994,3,0.0
sell,2000,2000,2000,29,0.0
tide,1988,1988,1988,12,0.0
skunk,1995,1995,1995,11,0.0
believes,2014,2014,2014,1,0.0
millions,1986,2000,1996,38,5.991221648554263
bedrock,1994,1994,1994,3,0.0
stranded,2011,2011,2011,21,0.0
lex,1996,1996,1996,9,0.0
ball,1997,2011,2004,41,6.862766277209923
post,1991,2014,1999,36,7.966945601811413
let,1980,2012,1998,375,9.220990546935111
tick,2008,2008,2008,16,0.0
lee,2014,2014,2014,10,0.0
carjacks,1996,1996,1996,9,0.0
therell,1982,1982,1982,10,0.0
contusions,2009,2009,2009,1,0.0
radio,1991,1991,1991,14,0.0
phone,1985,2014,2004,64,9.960860906568268
send,2012,2012,2012,8,0.0
invoice,2014,2014,2014,18,0.0
rapping,2014,2014,2014,19,0.0
together,1980,2009,1995,181,8.340806961768187
swell,2006,2006,2006,18,0.0
cold,2007,2012,2010,32,1.5811388300841898
hows,2007,2007,2007,3,0.0
fronting,1996,1996,1996,9,0.0
bentley,2003,2003,2003,22,0.0
goes,1990,2010,1998,63,6.955641766289605
howd,1985,1985,1985,10,0.0
ccumulated,2000,2000,2000,29,0.0
chose,1999,2000,1999,8,0.6123724356957945
statue,1989,1994,1991,22,2.1637509518930735
season,2014,2014,2014,10,0.0
sickness,2003,2003,2003,6,0.0
match,2013,2014,2013,32,0.7905694150420949
barrel,1987,1987,1987,14,0.0
ugh,1999,2000,1999,8,0.6123724356957945
blast,2009,2009,2009,1,0.0
highest,1986,1986,1986,9,0.0
selfdefense,2011,2011,2011,21,0.0
affair,1982,1982,1982,14,0.0
knuckle,1987,1987,1987,14,0.0
couple,1995,2007,2000,31,4.2502371850324145
poof,2003,2003,2003,22,0.0
lit,2014,2014,2014,18,0.0
feelin,1985,2009,2001,86,6.520094163965482
uhh,2002,2003,2002,22,0.7687061147858074
nicky,2014,2014,2014,1,0.0
pressure,1984,1984,1984,5,0.0
pipes,1995,1995,1995,11,0.0
around,1983,2012,1998,234,8.455009135842461
chances,1985,1998,1988,29,4.563725036293987
popo,2012,2012,2012,8,0.0
instead,1995,2013,2003,36,8.70185165480441
lil,2003,2014,2008,79,3.8186749640435043
started,1987,2005,1997,85,7.237971766601308
missed,1987,2012,2003,67,9.23248644570623
first,1987,2014,1999,85,8.406580055842811
lie,1996,2007,1998,12,4.8218253804964775
causing,2009,2009,2009,1,0.0
swings,1991,1991,1991,14,0.0
until,1983,2012,1996,108,9.658521472618729
600,2002,2003,2002,22,0.7687061147858074
makin,1991,2006,1997,47,6.552569741160025
stunna,2007,2007,2007,17,0.0
boring,2011,2012,2011,16,0.5590169943749475
slow,1995,2008,2004,82,4.027345551988549
aight,2000,2000,2000,29,0.0
psychiatrists,1985,1985,1985,10,0.0
sleep,1985,2011,1999,56,9.876017126641402
universe,1992,1996,1993,30,1.6733200530681511
achin,1985,1985,1985,8,0.0
eat,1998,2005,2003,51,2.6568446566202857
sevenfoot,2011,2011,2011,21,0.0
nude,2009,2009,2009,1,0.0
chong,1993,1994,1993,11,0.5222329678670935
peak,1984,1984,1984,6,0.0
buzzed,1995,1995,1995,11,0.0
wrist,2007,2014,2009,27,3.4318767136623336
mac,1993,1994,1993,11,0.5222329678670935
guns,2009,2009,2009,16,0.0
leave,1984,2014,2000,160,8.852259598543188
mad,1993,2012,2003,93,5.7454984716882525
knockin,2000,2000,2000,29,0.0
phizzle,2004,2005,2004,38,0.8885233166386386
mag,1987,1987,1987,11,0.0
write,2003,2007,2003,25,1.3856406460551018
man,1983,2014,2001,213,9.385834896993183
minors,2012,2012,2012,8,0.0
checking,2011,2012,2011,16,0.5590169943749475
shits,2014,2014,2014,10,0.0
may,1983,2005,1996,58,8.44148213820625
shouldtnt,1984,1984,1984,6,0.0
fiends,1995,1995,1995,11,0.0
thinkin,1985,2014,2002,62,8.18929277343485
suprise,1993,1994,1993,11,0.5222329678670935
intro,1993,1994,1993,11,0.5222329678670935
mercedes,2002,2010,2002,23,1.8297065576087663
boomboombap,1993,1994,1993,11,0.5222329678670935
memphis,1984,2000,1996,37,6.561558812816818
starts,1983,2014,1985,14,7.9865959135112305
what,1982,2014,1999,499,9.177933805485619
squint,1998,1998,1998,5,0.0
uptown,2011,2011,2011,21,0.0
successful,2014,2014,2014,1,0.0
hesitating,2008,2008,2008,16,0.0
studio,2014,2014,2014,10,0.0
least,2002,2008,2005,33,2.6227443411030134
spite,1992,1993,1992,21,0.9258200997725514
aware,1994,2014,1998,51,7.827803638564369
would,1982,2014,2000,170,9.21699198092689
mcs,2004,2005,2004,38,0.8885233166386386
future,1986,2003,1992,15,8.366600265340756
bonsoir,2011,2011,2011,1,0.0
cement,2012,2012,2012,14,0.0
reward,2012,2012,2012,8,0.0
beforeyes,1987,1988,1987,16,0.5
oaktown,1991,1992,1991,18,0.816496580927726
learn,1983,1991,1987,27,4.0
dimes,1995,1995,1995,11,0.0
bedroom,2011,2012,2011,16,0.5590169943749475
impala,1993,1994,1993,11,0.5222329678670935
lease,2014,2014,2014,10,0.0
doing,1984,2014,2002,89,11.224471659946575
straight,1984,2006,1995,37,9.971581240326552
remember,1984,2011,1993,90,6.114645442614713
railroad,1983,1983,1983,13,0.0
intentions,2008,2008,2008,16,0.0
bruh,2014,2014,2014,18,0.0
sister,1993,2014,2002,44,8.559949022787885
met,1991,2012,2006,71,8.704054421950824
headed,1988,2014,1998,33,10.813851947358717
swim,2002,2003,2002,22,0.7687061147858074
men,1985,2014,1987,11,8.361165642964556
trip,1980,2014,1998,61,13.70712391064002
superwoman,2003,2003,2003,6,0.0
phoenix,1998,1998,1998,5,0.0
makes,1985,2003,1997,52,5.779606055246859
emotional,1997,1998,1997,20,0.5477225575051661
tires,1994,1994,1994,4,0.0
bottoms,2002,2003,2002,17,0.9074852129730301
stuntin,2014,2014,2014,18,0.0
dripped,2014,2014,2014,18,0.0
nobody,1982,2014,2002,66,7.516648189186454
street,1982,2012,1996,72,10.830127730856487
bulletproof,1996,1996,1996,9,0.0
abuse,1989,1992,1990,29,1.4971236790408557
burns,1988,1998,1993,34,4.61455497822475
drippin,2014,2014,2014,1,0.0
glock,1995,1995,1995,11,0.0
decorated,2000,2000,2000,29,0.0
alright,1985,2013,2001,87,9.818467235295676
4th,1984,1985,1984,8,0.3535533905932738
whip,2014,2014,2014,18,0.0
thoughts,1985,2009,2002,44,9.489228342992625
animals,2011,2011,2011,21,0.0
ladies,2004,2014,2005,39,1.5106459817082498
suffocating,2009,2009,2009,16,0.0
boobs,2009,2009,2009,1,0.0
flex,1993,1994,1993,11,0.5222329678670935
thinking,1999,2012,2006,14,6.447590912226719
lips,2014,2014,2014,1,0.0
fashion,2014,2014,2014,18,0.0
breeze,1997,1998,1997,20,0.5477225575051661
rapper,2010,2010,2010,9,0.0
solve,2007,2007,2007,3,0.0
anytime,1997,1998,1997,20,0.5477225575051661
ramada,2009,2009,2009,1,0.0
niggas,1995,2014,2007,42,7.575021609272965
lion,2012,2012,2012,14,0.0
upsettin,2003,2003,2003,6,0.0
dollars,1995,1995,1995,11,0.0
true,1982,2003,1996,121,6.062348234446985
marriage,2003,2014,2004,7,3.8913824205360674
yabba,1994,1994,1994,3,0.0
players,2000,2014,2005,51,6.719885619941611
niggaz,2000,2000,2000,29,0.0
fucka,1999,2000,1999,8,0.6123724356957945
telling,2012,2012,2012,8,0.0
jiggy,2007,2007,2007,17,0.0
realize,1990,1990,1990,16,0.0
scion,2012,2012,2012,14,0.0
last,1984,2012,2001,83,9.660502119704715
sometimes,1991,2008,2002,61,4.667642364824199
being,1985,2014,1995,49,7.868822487954521
fever,2002,2003,2002,22,0.7687061147858074
restin,1988,1988,1988,12,0.0
directions,2010,2010,2010,1,0.0
when,1980,2014,1998,680,9.307492238229688
wanna,1986,2014,2003,285,8.005480578843821
live,1986,2014,2002,180,10.433120338613946
peter,2009,2010,2009,17,0.6416889479197478
spill,2011,2011,2011,21,0.0
unchanged,1991,1992,1991,18,0.816496580927726
anymore,1990,2009,1991,17,4.47213595499958
smokesmoke,1993,1994,1993,11,0.5222329678670935
kardashians,2009,2009,2009,1,0.0
late,1982,2014,1996,63,11.317916685293195
tub,2009,2012,2011,15,1.0954451150103321
yellin,2012,2012,2012,8,0.0
headin,2003,2003,2003,6,0.0
brakes,2014,2014,2014,18,0.0
gravity,1993,1994,1993,11,0.5222329678670935
jack,1983,2009,1988,25,6.554387843269576
drifts,1997,1998,1997,20,0.5477225575051661
highway,2002,2003,2002,22,0.7687061147858074
copper,1996,1996,1996,9,0.0
elephant,2011,2011,2011,21,0.0
potatoes,1999,2000,1999,8,0.6123724356957945
alabama,2000,2000,2000,29,0.0
sleeping,2011,2013,2012,32,0.9013878188659973
improve,1991,1992,1991,18,0.816496580927726
father,2003,2011,2006,43,4.100482104383836
japan,2010,2010,2010,9,0.0
seemed,1985,1985,1985,10,0.0
hooray,2013,2014,2013,22,0.674199862463242
sexual,2014,2014,2014,1,0.0
peel,2003,2003,2003,22,0.0
spine,1994,1994,1994,4,0.0
gets,1985,2009,1998,31,7.914869631922094
section,1993,1994,1993,11,0.5222329678670935
654,1984,1984,1984,5,0.0
two,1985,2012,1999,99,11.188919482770407
hurt,2003,2009,2005,35,2.9081167199998794
hotel,1984,1984,1984,6,0.0
breaking,2007,2007,2007,3,0.0
doo,1994,1994,1994,3,0.0
justified,1991,1991,1991,14,0.0
corners,2012,2012,2012,8,0.0
dot,1999,1999,1999,6,0.0
urgency,1987,2010,1988,17,5.401524839175998
1098,1984,1984,1984,5,0.0
strange,1995,1995,1995,18,0.0
nature,1996,2014,2007,63,7.640742920747457
baseball,2002,2003,2002,17,0.9074852129730301
hoes,1996,2011,2002,67,5.727649618233794
devoured,1991,1992,1991,18,0.816496580927726
moi,2011,2011,2011,1,0.0
going,1982,2012,1994,52,8.66913179931221
mob,2014,2014,2014,18,0.0
cell,2005,2012,2008,30,3.1885210782848317
mon,2000,2000,2000,29,0.0
stacks,2007,2007,2007,17,0.0
nuvo,2011,2012,2011,16,0.5590169943749475
stopping,2009,2009,2009,1,0.0
pedal,2000,2000,2000,29,0.0
mom,1987,1987,1987,11,0.0
statistic,1996,1996,1996,9,0.0
floor,1986,2014,2006,111,5.853311990767386
leading,1991,1992,1991,18,0.816496580927726
chorus,1984,1988,1986,21,1.5118578920369088
survival,1991,1992,1991,18,0.816496580927726
try,1985,2014,2001,220,8.627387680046503
stinkin,2009,2009,2009,1,0.0
deadbolt,2011,2011,2011,21,0.0
simple,1982,1996,1990,34,6.894157799521699
chrome,2000,2000,2000,29,0.0
sentence,2011,2011,2011,21,0.0
perm,2007,2007,2007,17,0.0
spring,2014,2014,2014,10,0.0
forgiveness,2009,2009,2009,16,0.0
witness,1994,1994,1994,4,0.0
older,1986,1986,1986,9,0.0
ohhhyeah,1998,1999,1998,20,0.9486832980505138
judges,2014,2014,2014,1,0.0
mudslide,2012,2012,2012,14,0.0
navigate,2000,2000,2000,29,0.0
cannot,1996,2014,1996,21,3.927922024247863
slap,2006,2006,2006,18,0.0
pattern,2002,2003,2002,17,0.9074852129730301
doc,2010,2010,2010,9,0.0
laid,1999,2000,1999,8,0.6123724356957945
dog,1993,1994,1993,11,0.5222329678670935
respect,2002,2014,2008,45,5.467073155618908
mtv,2002,2003,2002,17,0.9074852129730301
kick,1987,2014,1998,98,8.887046294283309
provide,2003,2003,2003,22,0.0
pushing,1996,1996,1996,29,0.0
exes,2012,2013,2012,16,0.9682458365518543
somewhere,1980,2011,1993,52,14.339965668878548
happily,2003,2003,2003,6,0.0
dark,1982,2012,2000,44,9.802597058479405
losses,1995,1995,1995,11,0.0
connections,1989,1990,1989,16,0.3535533905932738
dare,1998,2011,2000,6,4.847679857416329
follow,2010,2010,2010,9,0.0
holla,1995,2014,2004,75,6.641285016219879
whitney,2002,2003,2002,22,0.7687061147858074
cocaine,1995,1995,1995,11,0.0
kids,1983,2013,2000,35,13.617215994048541
minivan,2012,2012,2012,14,0.0
daps,2000,2000,2000,29,0.0
wopdiddy,1982,1982,1982,14,0.0
dum,1995,1995,1995,11,0.0
weigh,2009,2009,2009,16,0.0
eddie,1983,1983,1983,13,0.0
kidz,2008,2008,2008,16,0.0
bucks,1995,2014,2006,50,7.548509786706248
floss,2000,2000,2000,29,0.0
cracking,2014,2014,2014,18,0.0
due,1991,1991,1991,18,0.0
dug,2007,2007,2007,3,0.0
dub,1995,1995,1995,11,0.0
catch,1991,2014,2004,64,8.422440263961509
memorized,2002,2003,2002,17,0.9074852129730301
hoping,2011,2012,2011,16,0.5590169943749475
fifteen,2000,2000,2000,29,0.0
blessing,2003,2003,2003,22,0.0
tshirt,2011,2014,2011,17,0.9074852129730301
rocks,1993,2000,1995,30,2.516611478423583
too,1980,2014,2002,225,11.322543883774529
top,1989,2014,1998,63,9.759813945663527
cent,2000,2003,2001,51,1.5146344928922038
muscle,1991,1992,1991,18,0.816496580927726
ahhhhh,1993,1994,1993,11,0.5222329678670935
lame,1991,2014,2006,58,10.24021820888194
needed,1983,2014,1996,49,10.889987912513671
snatch,2000,2000,2000,29,0.0
serial,2009,2009,2009,1,0.0
shift,1995,1995,1995,11,0.0
til,1985,2014,2001,152,8.39407685905898
shake,1983,2005,1999,59,8.84039265942873
shine,1995,2006,2000,36,5.522680508593631
kingsland,2000,2000,2000,29,0.0
filled,2007,2007,2007,17,0.0
shootin,2007,2011,2009,38,2.0
behold,1992,1993,1992,21,0.9258200997725514
sinting,2006,2006,2006,18,0.0
shackalakalaka,1993,1994,1993,11,0.5222329678670935
fillet,2004,2005,2004,38,0.8885233166386386
frankly,1993,1994,1993,11,0.5222329678670935
corral,2000,2000,2000,29,0.0
bodybuilder,2011,2011,2011,21,0.0
did,1984,2011,1998,233,7.437580020848421
damn,1993,2014,2003,61,8.225310796858562
without,1985,2011,1998,85,8.371520348250757
shall,1984,1984,1984,6,0.0
flows,2000,2005,2002,67,2.4977601906806934
record,1991,1998,1993,23,2.6457513110645907
fence,1984,1985,1984,8,0.3535533905932738
tired,1993,2005,2000,31,5.400119472991375
trees,1997,2014,2005,38,8.347706902276565
cross,1995,1995,1995,11,0.0
smell,2003,2003,2003,22,0.0
dopeman,1995,1995,1995,11,0.0
shame,1991,2014,2003,40,10.869682608061746
might,1986,2012,2003,39,10.764376195200299
meech,1993,1994,1993,11,0.5222329678670935
nikos,2014,2014,2014,10,0.0
king,1996,2011,2003,81,5.02585905684384
kind,1982,1994,1986,25,4.132795663954365
def,1993,1994,1993,11,0.5222329678670935
deh,2006,2006,2006,18,0.0
readin,1983,1983,1983,13,0.0
booty,1993,2012,2000,25,8.143709228600933
flavors,1998,2014,2010,27,6.049181150584978
trigger,1996,1996,1996,9,0.0
jealousy,1998,1998,1998,5,0.0
shand,2007,2007,2007,17,0.0
christmas,2009,2009,2009,1,0.0
slip,1987,1987,1987,14,0.0
awake,1986,1986,1986,3,0.0
figures,1985,1985,1985,10,0.0
darling,1982,1982,1982,2,0.0
mix,1999,2000,1999,8,0.6123724356957945
breakin,1995,2000,1996,26,2.0662116951635836
paralyzed,2012,2012,2012,14,0.0
valuable,2014,2014,2014,10,0.0
princess,2004,2005,2004,38,0.8885233166386386
blasphemy,1992,1993,1992,21,0.9258200997725514
mutual,2014,2014,2014,1,0.0
wouldnt,1982,2012,2000,57,11.294308456420515
mic,1993,1994,1993,11,0.5222329678670935
spirit,1997,2009,2001,40,5.873670062235365
ciara,2004,2005,2004,38,0.8885233166386386
ten,1985,2012,1991,39,10.403401810502622
nubian,1996,1996,1996,9,0.0
kill,2009,2014,2011,48,1.4361406616345072
tea,2014,2014,2014,1,0.0
shooter,2011,2011,2011,21,0.0
woman,1982,2011,2001,62,10.302677384559926
power,1991,1992,1991,18,0.816496580927726
topcharted,2004,2005,2004,38,0.8885233166386386
shoes,2007,2007,2007,17,0.0
breathe,1998,2007,2000,86,2.0173664619648224
symbol,1989,1989,1989,11,0.0
meetin,2014,2014,2014,10,0.0
shape,1996,1996,1996,9,0.0
oohwah,1982,1982,1982,14,0.0
choppers,2013,2014,2013,22,0.674199862463242
perhaps,1985,1985,1985,10,0.0
treat,1993,2003,2000,59,4.106629613157366
shaqs,1993,1994,1993,11,0.5222329678670935
other,1983,2014,1999,121,9.233428309523362
crown,2014,2014,2014,1,0.0
direction,1983,1983,1983,15,0.0
draped,2014,2014,2014,18,0.0
jello,2004,2005,2004,38,0.8885233166386386
share,1986,2006,1995,79,6.493424132306877
dis,1999,2000,1999,8,0.6123724356957945
soundin,2014,2014,2014,10,0.0
die,1986,2014,2002,115,8.41117269392066
dig,1983,1992,1988,31,4.291777584953544
ships,1985,1988,1986,22,1.6236882817719773
crowd,2000,2000,2000,29,0.0
skinny,1996,1998,1996,29,1.144702942944678
swag,2011,2011,2011,21,0.0
sharp,2011,2011,2011,21,0.0
1965,1985,1985,1985,10,0.0
the,1980,2014,1998,1026,9.605320569136016
shark,2012,2012,2012,14,0.0
degrees,2009,2010,2009,17,0.6416889479197478
micmic,1993,1994,1993,11,0.5222329678670935
blonde,2014,2014,2014,1,0.0
hannibal,2000,2000,2000,29,0.0
klonopin,2009,2009,2009,1,0.0
tha,1995,1995,1995,11,0.0
mmm,2000,2000,2000,29,0.0
lady,1985,1994,1989,19,4.1738534511382825
summer,1997,2014,2004,43,6.9550048902395325
posttraumaticstressdisorder,1985,1985,1985,10,0.0
swar,1987,1987,1987,11,0.0
