@relation allSongsAllFieldsRankClass

@attribute NUM_WORDS real
@attribute NUM_UNIQUE_WORDS real
@attribute MAX_WORD_LENGTH real
@attribute AVG_WORD_LENGTH real
@attribute SONG_RANK_CLASS {1-10, 11-20, 21-30, 31-40, 41-50}

@data
406,187,12,3,41-50
322,108,8,3,21-30
161,93,10,3,1-10
553,49,10,4,1-10
266,102,10,3,31-40
555,165,13,3,11-20
212,94,8,4,1-10
220,95,10,3,21-30
192,117,8,3,1-10
207,75,10,4,41-50
22,11,5,3,1-10
896,293,16,3,41-50
710,271,11,3,1-10
331,63,8,3,31-40
197,84,12,3,1-10
441,115,10,3,1-10
213,99,15,3,11-20
531,127,10,3,1-10
631,179,10,3,41-50
340,80,10,4,11-20
153,87,11,3,31-40
456,64,8,3,1-10
247,85,10,3,21-30
290,85,10,3,1-10
896,293,16,3,41-50
317,108,11,4,41-50
561,189,13,3,11-20
375,83,8,4,31-40
532,284,18,4,11-20
162,83,11,4,31-40
205,69,10,4,31-40
256,114,12,4,41-50
489,124,11,4,1-10
235,120,13,4,21-30
165,39,7,3,21-30
270,94,18,4,1-10
590,119,11,3,1-10
197,104,10,3,41-50
248,85,10,4,1-10
307,106,8,4,31-40
281,91,12,3,11-20
328,104,10,4,31-40
220,93,13,3,1-10
245,94,9,3,1-10
241,71,8,4,21-30
258,114,11,3,21-30
422,85,8,3,1-10
243,92,10,3,31-40
230,75,9,4,11-20
384,158,10,3,21-30
441,89,9,3,1-10
186,68,8,3,41-50
524,158,13,3,21-30
281,91,12,3,11-20
379,184,10,3,41-50
293,115,10,3,1-10
433,136,13,3,1-10
452,113,9,4,31-40
688,193,11,3,11-20
521,201,8,4,1-10
372,114,12,4,1-10
831,243,13,3,21-30
467,137,10,3,1-10
343,99,15,4,1-10
456,90,8,3,1-10
659,236,11,3,21-30
267,104,9,3,1-10
316,87,9,3,31-40
421,120,13,4,11-20
237,96,13,3,21-30
334,129,30,3,21-30
618,251,11,4,21-30
471,195,14,3,11-20
628,264,10,3,41-50
628,264,10,3,41-50
649,256,13,4,11-20
731,212,12,3,31-40
203,113,12,3,11-20
331,86,11,3,21-30
517,154,13,4,1-10
210,79,8,3,1-10
419,122,13,3,21-30
398,128,13,4,41-50
178,81,14,5,31-40
291,102,12,4,1-10
441,120,13,4,31-40
335,111,10,3,21-30
121,44,9,3,11-20
121,44,9,3,11-20
255,112,14,3,41-50
302,79,13,4,41-50
210,79,15,4,11-20
18,18,14,5,21-30
18,18,14,5,41-50
267,96,18,3,1-10
129,67,8,4,41-50
104,61,12,4,21-30
203,113,12,3,1-10
308,123,11,4,1-10
278,114,10,4,1-10
167,82,16,5,11-20
420,89,13,4,1-10
364,109,10,3,21-30
359,124,11,3,1-10
93,47,14,5,11-20
110,66,11,4,1-10
497,174,13,4,1-10
451,112,9,3,1-10
348,122,18,3,1-10
182,94,8,3,41-50
278,79,7,3,1-10
284,114,9,3,41-50
349,110,13,4,11-20
305,118,9,3,21-30
210,78,11,3,41-50
402,112,10,3,21-30
388,77,12,4,11-20
307,119,11,3,11-20
324,107,9,3,1-10
440,88,11,4,1-10
680,224,12,3,41-50
264,89,19,4,21-30
729,324,22,4,11-20
221,79,9,3,1-10
223,97,13,4,31-40
337,66,13,4,1-10
222,89,11,4,31-40
549,135,12,4,1-10
230,95,10,3,1-10
264,120,13,4,1-10
311,102,9,3,41-50
160,58,9,4,1-10
271,88,12,3,21-30
271,177,10,4,41-50
339,150,10,3,21-30
190,73,10,4,1-10
158,64,11,3,41-50
217,83,9,3,1-10
757,218,12,4,31-40
262,112,9,4,1-10
133,53,18,3,31-40
146,48,8,4,1-10
249,95,10,4,31-40
320,137,10,3,11-20
254,109,10,3,31-40
426,200,12,3,31-40
477,84,19,3,11-20
18,18,14,5,31-40
215,85,11,4,1-10
902,413,12,4,11-20
326,176,15,3,41-50
142,108,12,4,11-20
179,99,13,3,31-40
245,88,12,4,1-10
161,95,12,3,41-50
285,126,15,4,1-10
479,178,13,4,21-30
508,159,11,3,1-10
293,60,10,3,31-40
328,104,10,3,1-10
199,86,11,4,21-30
196,120,8,4,11-20
210,109,9,3,21-30
226,74,10,4,21-30
687,163,11,3,41-50
231,133,10,3,11-20
264,73,7,3,1-10
483,171,10,3,11-20
574,198,12,4,21-30
402,179,10,3,21-30
319,94,11,3,11-20
477,143,10,3,11-20
290,149,12,3,41-50
269,101,10,3,1-10
241,102,12,3,1-10
332,94,9,4,11-20
342,140,14,3,21-30
399,145,11,4,41-50
330,97,18,4,1-10
153,66,9,3,11-20
281,101,13,4,11-20
309,103,12,4,31-40
416,128,11,3,1-10
181,55,9,4,1-10
195,90,10,3,1-10
342,92,11,4,21-30
372,132,13,3,31-40
460,122,10,3,11-20
203,70,10,3,41-50
203,70,10,3,21-30
293,103,11,3,1-10
268,61,10,3,31-40
315,135,11,4,11-20
695,186,10,4,11-20
388,142,10,3,1-10
284,81,8,3,41-50
230,116,18,4,1-10
260,78,11,3,1-10
146,87,10,4,11-20
425,112,8,3,1-10
521,126,11,4,1-10
18,18,14,5,1-10
336,118,10,3,21-30
388,142,10,3,11-20
539,124,10,3,1-10
289,96,10,4,41-50
228,69,9,4,1-10
217,65,9,3,11-20
350,124,9,3,11-20
223,99,11,3,11-20
157,61,8,4,31-40
269,115,9,4,11-20
351,75,9,3,1-10
250,94,11,4,41-50
231,62,9,3,31-40
669,222,10,3,11-20
419,144,12,3,1-10
781,270,11,3,11-20
474,115,10,3,1-10
522,114,11,3,21-30
262,90,9,3,31-40
349,77,8,3,1-10
514,119,12,3,11-20
271,88,10,3,11-20
430,122,11,3,31-40
233,97,10,3,1-10
220,95,11,3,41-50
161,90,9,3,31-40
273,110,13,4,1-10
131,73,9,3,41-50
400,182,10,3,11-20
277,90,10,3,21-30
348,115,11,3,31-40
322,128,12,3,31-40
531,209,15,4,31-40
181,74,11,3,41-50
198,105,10,3,11-20
189,76,10,3,1-10
172,78,10,3,31-40
276,80,10,3,11-20
808,280,11,3,11-20
512,40,13,3,1-10
304,139,14,3,31-40
218,87,11,3,31-40
256,110,10,4,41-50
212,92,14,3,1-10
384,162,10,3,31-40
194,117,10,3,41-50
227,86,9,3,1-10
483,213,13,3,1-10
297,89,10,3,31-40
130,57,9,4,11-20
168,87,12,4,11-20
247,112,11,3,1-10
18,18,14,5,1-10
434,193,10,3,1-10
318,72,11,4,21-30
427,128,13,3,11-20
246,116,10,3,1-10
246,116,10,3,1-10
608,167,18,3,1-10
315,105,10,4,1-10
200,98,13,4,21-30
431,165,10,3,1-10
349,105,14,4,1-10
302,124,9,3,1-10
182,79,8,3,1-10
466,112,10,3,1-10
247,79,11,3,41-50
325,58,15,4,31-40
247,111,12,4,21-30
232,130,10,3,41-50
413,248,13,5,1-10
232,102,13,3,1-10
214,101,13,3,11-20
218,88,12,4,1-10
243,87,8,3,1-10
522,222,13,3,1-10
204,94,10,3,1-10
347,99,9,3,31-40
174,92,9,3,11-20
384,102,11,3,31-40
194,71,11,3,1-10
384,63,11,4,21-30
151,76,11,3,21-30
800,299,12,4,1-10
136,64,8,4,1-10
75,39,11,4,21-30
455,219,12,3,11-20
190,105,8,3,31-40
308,115,29,5,1-10
133,88,12,4,41-50
290,80,9,3,31-40
308,136,10,3,21-30
544,193,12,3,41-50
740,317,12,3,21-30
581,229,10,3,11-20
529,282,11,4,41-50
237,100,10,3,21-30
478,272,12,4,11-20
173,84,10,3,31-40
167,95,10,3,21-30
18,18,14,5,1-10
1554,583,14,4,31-40
388,109,11,4,31-40
352,114,36,4,41-50
236,72,11,4,11-20
323,64,13,3,21-30
287,110,8,3,11-20
202,80,9,4,1-10
186,91,9,4,1-10
164,74,11,4,41-50
477,109,11,3,1-10
295,81,11,4,41-50
658,194,11,4,31-40
594,188,11,3,31-40
635,252,14,4,31-40
278,71,10,3,21-30
412,111,11,3,31-40
327,91,13,4,41-50
433,163,13,4,1-10
177,82,12,4,31-40
226,135,18,4,41-50
287,101,12,4,1-10
237,99,17,4,41-50
330,103,11,4,41-50
275,122,12,3,11-20
322,102,11,3,1-10
619,259,10,4,11-20
657,219,12,3,41-50
657,219,12,3,41-50
238,83,9,3,41-50
445,133,19,4,1-10
121,70,9,4,31-40
144,56,9,3,21-30
220,83,11,4,1-10
292,113,9,3,21-30
249,99,8,3,11-20
316,110,8,3,11-20
299,126,10,4,21-30
504,85,11,3,11-20
606,117,12,3,1-10
538,149,14,3,1-10
339,147,12,3,31-40
242,79,10,3,11-20
272,125,15,4,21-30
542,128,9,4,11-20
439,91,14,3,1-10
208,127,9,3,31-40
147,65,8,3,41-50
503,148,10,4,41-50
625,117,10,4,1-10
435,245,18,4,41-50
379,100,9,3,41-50
379,100,9,3,1-10
345,131,8,3,1-10
271,114,10,3,1-10
205,43,10,3,11-20
205,43,10,3,1-10
207,65,11,3,21-30
223,59,10,3,41-50
228,97,13,3,21-30
148,67,12,3,31-40
174,60,11,4,1-10
366,98,10,4,41-50
356,131,9,3,31-40
293,57,9,3,11-20
202,64,12,4,31-40
319,94,9,3,21-30
18,18,14,5,1-10
496,209,13,3,11-20
263,89,12,3,1-10
290,122,10,3,21-30
301,114,12,3,11-20
305,93,10,3,1-10
373,88,11,3,1-10
331,110,11,3,21-30
323,108,8,3,41-50
416,97,8,3,11-20
543,238,20,3,31-40
568,268,14,4,31-40
438,143,13,4,1-10
430,167,13,4,21-30
430,156,10,3,21-30
227,87,13,4,41-50
625,168,11,3,1-10
666,137,10,3,41-50
723,275,12,4,21-30
364,79,11,3,1-10
316,108,12,3,11-20
638,168,10,4,11-20
751,216,11,3,1-10
176,67,8,3,1-10
268,70,11,3,21-30
385,130,13,4,41-50
533,259,11,4,41-50
811,205,11,3,1-10
564,219,12,3,21-30
134,82,10,4,11-20
637,249,13,4,21-30
202,75,13,4,11-20
661,239,13,4,21-30
1258,225,11,4,1-10
308,103,10,3,1-10
326,94,10,3,1-10
317,91,10,3,31-40
692,211,10,3,1-10
399,164,10,3,1-10
398,181,46,4,1-10
362,106,12,4,21-30
237,74,18,4,1-10
708,140,11,3,41-50
190,78,12,4,21-30
287,81,11,3,11-20
756,430,20,4,31-40
467,180,13,4,41-50
1051,270,13,3,21-30
324,84,10,4,1-10
471,102,89,3,21-30
374,97,8,4,41-50
534,105,13,3,1-10
631,229,14,3,41-50
537,271,14,4,41-50
316,93,10,4,11-20
565,115,10,4,41-50
336,119,11,3,21-30
249,103,10,3,31-40
255,123,11,4,31-40
536,135,10,3,1-10
185,79,12,4,31-40
358,121,10,3,41-50
708,234,13,4,1-10
708,234,13,4,1-10
591,346,14,4,41-50
277,112,11,3,31-40
201,93,10,3,1-10
548,170,10,3,21-30
180,102,13,4,21-30
154,86,14,4,41-50
239,64,8,3,1-10
306,92,11,4,1-10
165,63,13,4,21-30
340,86,9,3,11-20
297,90,10,3,41-50
250,91,8,3,41-50
195,48,10,3,21-30
276,115,10,3,31-40
318,134,12,3,41-50
291,118,11,3,1-10
225,82,12,3,11-20
254,80,10,3,1-10
344,101,13,3,1-10
269,118,10,3,31-40
370,126,10,3,31-40
339,85,12,3,1-10
299,83,11,4,31-40
236,104,9,4,31-40
221,52,8,3,1-10
233,91,8,3,11-20
313,123,9,3,1-10
243,73,8,3,1-10
376,86,10,3,1-10
912,303,13,4,1-10
191,57,13,3,1-10
299,81,11,3,1-10
311,112,10,3,21-30
403,64,10,3,11-20
206,94,10,3,11-20
250,96,10,4,41-50
170,109,10,3,31-40
183,60,10,3,11-20
271,120,11,4,1-10
208,81,10,4,1-10
238,73,10,4,41-50
334,94,11,4,1-10
127,79,10,4,11-20
892,277,13,4,11-20
496,140,10,3,1-10
205,59,10,4,31-40
18,18,14,5,11-20
131,41,11,4,31-40
357,89,10,4,21-30
18,18,14,5,31-40
375,121,12,3,31-40
187,95,12,4,41-50
168,78,11,3,21-30
275,117,10,4,11-20
336,109,9,3,11-20
311,98,9,3,21-30
222,78,12,3,11-20
279,95,12,3,31-40
232,97,11,4,11-20
306,100,10,3,21-30
186,54,12,4,21-30
361,105,10,3,11-20
18,18,14,5,31-40
359,135,9,3,1-10
316,76,11,3,1-10
241,71,9,3,31-40
200,90,9,4,1-10
203,88,9,3,41-50
335,112,11,3,1-10
137,82,11,4,31-40
326,92,11,3,41-50
319,90,10,3,41-50
224,88,9,3,1-10
255,108,10,4,1-10
198,116,10,3,41-50
261,121,9,3,1-10
235,42,11,4,1-10
424,144,9,4,31-40
408,119,14,3,21-30
655,250,14,4,1-10
208,95,9,3,41-50
377,79,8,3,1-10
285,87,8,3,31-40
721,213,18,3,1-10
227,75,9,3,11-20
394,162,10,3,11-20
512,186,11,3,21-30
257,96,9,3,41-50
749,207,13,3,21-30
289,116,8,3,11-20
233,106,13,3,11-20
466,149,10,3,1-10
220,68,8,3,41-50
299,104,10,3,31-40
245,92,9,3,1-10
240,80,9,3,1-10
458,147,13,3,21-30
439,96,12,3,1-10
209,64,11,3,11-20
803,109,9,3,11-20
297,95,12,4,21-30
276,124,10,4,31-40
329,104,9,3,41-50
168,71,10,4,31-40
309,141,10,3,1-10
623,264,12,3,1-10
287,94,11,3,11-20
132,18,6,4,21-30
286,121,12,3,11-20
218,92,10,4,41-50
435,153,10,4,31-40
226,88,10,3,31-40
535,294,16,4,31-40
535,294,16,4,11-20
237,64,9,4,31-40
603,182,12,3,31-40
190,84,12,4,41-50
230,88,13,3,1-10
233,95,9,3,1-10
816,211,18,3,21-30
816,211,18,3,1-10
308,168,10,4,21-30
594,113,11,3,11-20
338,90,12,3,11-20
297,64,8,4,31-40
275,100,10,3,41-50
275,100,10,3,11-20
275,100,10,3,11-20
695,290,12,3,41-50
322,89,13,3,21-30
217,68,7,3,41-50
18,18,14,5,11-20
240,103,10,4,1-10
479,121,9,3,31-40
220,81,9,3,11-20
509,106,12,3,21-30
519,134,9,4,21-30
440,116,11,3,11-20
153,41,8,3,41-50
18,18,14,5,11-20
314,96,7,3,1-10
235,79,10,3,21-30
98,66,13,4,31-40
131,71,9,3,41-50
222,99,10,3,31-40
237,66,10,3,21-30
180,88,16,4,1-10
298,121,11,4,31-40
255,88,11,4,1-10
375,120,14,4,1-10
375,120,14,4,1-10
272,94,10,3,31-40
197,67,11,4,21-30
309,72,10,4,1-10
580,265,10,3,41-50
240,84,10,4,21-30
414,108,11,4,1-10
691,270,13,4,41-50
416,141,9,3,1-10
447,198,11,3,1-10
735,140,13,4,11-20
696,340,16,4,41-50
299,122,9,3,31-40
196,63,9,3,41-50
354,102,11,4,31-40
273,83,10,4,31-40
208,79,8,3,1-10
164,51,6,3,1-10
436,104,20,3,21-30
407,74,9,4,21-30
217,103,8,3,31-40
441,113,12,3,1-10
360,118,13,3,1-10
360,118,13,3,11-20
262,106,13,4,21-30
459,203,11,3,41-50
184,88,10,3,11-20
267,124,17,3,11-20
273,107,10,4,41-50
231,102,10,3,41-50
547,152,10,3,31-40
876,199,12,3,21-30
660,253,11,3,11-20
229,60,8,3,1-10
220,110,10,3,1-10
225,109,10,4,41-50
496,166,12,4,1-10
283,148,11,3,1-10
394,143,9,4,11-20
656,124,9,3,41-50
152,74,8,3,41-50
223,77,13,4,31-40
223,77,13,4,31-40
223,77,13,4,1-10
342,189,11,3,1-10
467,213,11,3,1-10
298,114,11,3,21-30
492,145,9,3,21-30
690,234,10,3,1-10
690,234,10,3,11-20
296,93,10,4,31-40
320,78,10,3,21-30
278,77,10,3,21-30
473,138,10,3,1-10
307,117,9,3,1-10
550,316,13,4,1-10
565,221,11,4,21-30
18,18,14,5,1-10
326,85,10,3,31-40
386,113,13,3,11-20
349,104,11,3,1-10
510,135,9,3,21-30
279,94,11,3,1-10
402,145,11,3,1-10
155,87,10,3,1-10
488,195,11,3,11-20
150,90,9,4,31-40
611,209,15,4,21-30
262,99,8,3,11-20
947,259,14,3,31-40
283,110,14,3,11-20
282,109,10,4,31-40
166,69,10,3,21-30
369,92,9,3,1-10
115,77,10,4,1-10
179,80,11,3,41-50
227,84,11,4,1-10
299,73,8,3,1-10
18,18,14,5,21-30
177,59,8,3,1-10
592,129,10,3,1-10
353,106,11,3,11-20
201,84,9,3,41-50
267,87,12,3,11-20
185,51,9,4,1-10
210,89,11,4,41-50
730,302,20,4,1-10
238,60,9,4,1-10
184,93,8,3,31-40
197,74,10,4,21-30
175,60,9,3,21-30
265,97,8,3,1-10
220,59,8,3,1-10
159,60,8,3,11-20
310,107,10,4,31-40
753,240,13,3,11-20
174,75,15,3,1-10
301,102,10,3,31-40
247,90,9,3,1-10
546,120,16,4,1-10
186,96,11,4,41-50
315,95,9,3,41-50
250,88,12,4,11-20
193,70,11,3,31-40
446,127,10,4,11-20
550,218,10,3,1-10
253,108,17,4,21-30
218,96,10,3,21-30
269,83,10,3,1-10
778,252,11,3,1-10
698,235,12,3,31-40
527,253,13,4,31-40
278,122,18,3,1-10
485,148,11,3,41-50
224,88,13,3,1-10
361,112,12,4,11-20
394,191,9,3,11-20
411,157,18,3,31-40
510,235,33,3,1-10
632,193,10,3,11-20
487,102,11,3,41-50
241,97,11,4,41-50
198,65,11,4,21-30
233,42,8,3,41-50
401,121,9,3,1-10
264,121,13,4,41-50
295,102,10,3,11-20
176,86,9,3,1-10
164,90,11,3,11-20
324,90,11,3,11-20
220,55,12,3,1-10
238,92,9,3,41-50
315,97,9,3,41-50
315,97,9,3,41-50
144,72,9,3,31-40
321,138,10,4,11-20
126,76,9,3,41-50
257,94,11,3,31-40
18,18,14,5,1-10
220,74,10,3,41-50
335,94,9,3,1-10
316,120,11,3,21-30
203,72,7,3,11-20
306,121,10,3,21-30
396,204,11,3,11-20
183,105,9,3,31-40
193,75,13,3,41-50
1,1,0,0,1-10
458,107,12,3,41-50
178,100,12,4,11-20
246,120,12,4,11-20
351,117,10,4,41-50
367,120,10,3,11-20
686,316,11,3,41-50
633,195,12,3,1-10
263,110,10,3,31-40
337,101,13,4,31-40
154,70,11,4,31-40
200,59,10,3,41-50
263,126,19,3,31-40
128,67,11,4,41-50
269,112,9,3,21-30
190,43,10,3,1-10
18,18,14,5,11-20
486,147,9,3,1-10
232,96,10,3,31-40
272,97,10,3,41-50
400,90,11,3,1-10
660,216,19,3,1-10
266,90,9,3,31-40
178,59,11,4,1-10
395,95,10,3,1-10
251,73,10,3,1-10
193,89,10,3,31-40
208,81,11,3,11-20
228,78,9,3,1-10
396,88,15,3,41-50
152,82,10,3,11-20
327,93,9,3,1-10
298,55,8,3,11-20
405,110,13,3,31-40
327,93,9,3,1-10
288,137,12,4,21-30
275,110,8,4,1-10
399,147,11,4,1-10
205,68,10,3,41-50
227,119,10,4,21-30
365,159,10,3,11-20
1018,269,13,3,21-30
271,111,11,3,41-50
327,135,18,4,21-30
846,250,13,3,31-40
303,94,10,3,1-10
395,86,8,3,11-20
241,71,9,3,11-20
293,115,10,4,31-40
314,103,12,3,1-10
774,327,12,3,31-40
221,89,9,4,31-40
332,149,10,3,21-30
124,78,11,4,11-20
243,91,13,4,31-40
456,99,9,3,11-20
368,116,10,3,11-20
366,101,8,3,31-40
833,271,11,3,11-20
173,66,9,3,11-20
178,94,10,3,41-50
207,84,9,3,11-20
615,210,13,3,1-10
106,63,10,3,11-20
574,69,30,3,31-40
220,103,11,3,1-10
366,165,13,4,31-40
420,122,13,3,31-40
393,82,9,3,1-10
266,78,10,3,11-20
287,76,10,3,1-10
139,59,10,3,31-40
187,59,10,3,1-10
282,78,10,3,1-10
319,83,10,3,1-10
145,52,8,3,11-20
815,248,19,3,31-40
346,99,10,3,1-10
458,240,16,4,41-50
191,73,7,3,41-50
243,94,10,3,31-40
159,83,9,3,31-40
317,87,9,3,1-10
331,106,12,4,31-40
397,190,10,3,21-30
159,83,11,3,11-20
241,71,10,3,31-40
760,227,13,3,31-40
305,91,8,3,11-20
171,76,8,4,41-50
246,99,10,4,1-10
346,151,10,3,41-50
374,151,11,3,41-50
544,88,8,3,31-40
151,68,8,3,31-40
265,111,10,3,41-50
230,94,9,3,41-50
449,84,13,3,1-10
596,158,14,3,31-40
584,114,12,3,1-10
317,95,9,3,1-10
301,120,10,3,1-10
424,116,10,3,1-10
243,82,12,3,1-10
141,68,11,3,11-20
353,61,9,3,21-30
537,109,12,3,1-10
18,18,14,5,1-10
496,89,8,3,1-10
259,106,11,3,41-50
188,81,20,4,31-40
1,1,0,0,31-40
481,184,11,3,11-20
189,81,15,4,11-20
444,102,9,4,1-10
250,105,11,4,31-40
181,42,7,3,41-50
367,65,7,4,11-20
358,101,13,3,41-50
160,83,9,3,31-40
255,90,11,3,21-30
283,78,10,3,21-30
464,118,8,3,1-10
305,84,12,3,41-50
220,104,9,3,31-40
205,82,10,3,21-30
368,108,10,4,41-50
212,70,8,3,11-20
234,106,9,4,11-20
100,57,7,3,21-30
192,76,9,3,1-10
402,139,10,4,21-30
264,91,10,3,11-20
243,64,9,3,21-30
243,66,9,3,41-50
431,185,12,3,21-30
281,114,12,4,21-30
18,18,14,5,1-10
253,89,9,3,31-40
298,98,10,3,31-40
257,102,10,3,31-40
287,131,13,4,11-20
282,93,9,3,1-10
322,95,11,3,1-10
336,112,14,3,31-40
170,64,9,4,21-30
321,105,11,4,41-50
250,106,11,4,1-10
291,109,8,3,11-20
325,164,12,4,1-10
223,71,14,4,11-20
263,116,10,3,41-50
282,82,8,3,1-10
211,89,8,3,31-40
313,68,11,3,1-10
458,89,10,3,1-10
347,121,9,4,11-20
332,122,9,4,31-40
208,66,10,3,41-50
288,92,11,4,11-20
309,112,10,4,31-40
305,99,10,3,21-30
542,228,11,4,1-10
191,103,11,3,31-40
231,85,9,3,31-40
360,162,9,4,1-10
471,232,15,4,31-40
508,197,10,3,1-10
508,197,10,3,1-10
271,80,11,4,11-20
187,86,9,3,31-40
720,220,10,3,11-20
231,103,11,3,11-20
302,91,12,4,11-20
179,76,13,4,31-40
492,152,11,3,11-20
196,95,10,4,1-10
204,70,9,3,11-20
289,129,10,3,1-10
489,82,10,4,41-50
309,109,8,3,1-10
237,80,10,3,31-40
288,125,10,3,41-50
227,66,10,3,1-10
278,110,10,3,21-30
598,214,10,3,21-30
285,136,13,3,11-20
373,112,10,3,11-20
928,383,19,4,31-40
488,133,12,3,41-50
156,78,9,3,41-50
