@relation allSongsAllFieldsRankClass

@attribute NUM_WORDS real
@attribute NUM_UNIQUE_WORDS real
@attribute MAX_WORD_LENGTH real
@attribute AVG_WORD_LENGTH real
@attribute SONG_RANK_CLASS {1-10, 11-20, 21-30, 31-40, 41-50}

@data
211,112,8,3,1-10
245,92,10,3,1-10
334,86,10,3,1-10
324,72,8,3,31-40
750,120,8,3,1-10
307,116,11,3,1-10
738,370,16,4,41-50
781,353,16,4,41-50
330,68,9,3,1-10
368,135,18,4,1-10
293,118,9,4,31-40
217,112,10,4,11-20
265,97,10,4,1-10
406,175,16,4,41-50
313,165,10,3,1-10
250,96,9,3,1-10
232,118,10,4,21-30
179,90,10,3,41-50
740,275,18,3,11-20
530,202,15,3,11-20
18,18,14,5,1-10
79,39,8,3,21-30
112,39,10,3,21-30
218,109,13,3,31-40
235,112,9,3,21-30
203,56,12,3,41-50
255,101,9,3,1-10
255,100,9,3,11-20
263,95,10,3,21-30
300,127,11,4,31-40
324,107,9,3,21-30
511,138,9,3,11-20
118,73,8,3,11-20
339,146,10,4,31-40
574,291,12,4,21-30
208,69,31,3,21-30
306,105,15,4,21-30
658,227,9,3,1-10
386,121,9,3,31-40
309,126,10,3,11-20
993,423,11,3,11-20
204,75,10,4,41-50
544,166,11,3,1-10
307,105,11,3,21-30
271,122,9,3,1-10
271,122,9,3,1-10
705,286,12,3,11-20
225,66,10,3,21-30
297,142,10,3,41-50
509,140,9,3,1-10
301,168,10,3,1-10
301,168,10,3,41-50
272,74,9,3,1-10
455,138,10,3,1-10
354,118,8,3,11-20
341,103,16,4,31-40
374,83,9,3,1-10
606,197,10,3,1-10
412,126,10,4,1-10
542,185,18,4,31-40
174,60,10,4,21-30
536,131,11,4,21-30
163,75,18,4,1-10
488,143,10,3,31-40
193,76,13,3,1-10
193,76,13,3,11-20
247,72,12,4,41-50
592,196,19,3,21-30
475,146,12,3,1-10
242,105,9,3,11-20
353,105,17,3,11-20
198,83,15,3,11-20
393,111,11,3,11-20
320,183,11,4,11-20
509,160,9,3,41-50
229,114,10,3,41-50
90,60,11,4,31-40
469,205,10,3,21-30
469,205,10,3,21-30
267,104,10,3,21-30
524,186,12,3,1-10
242,111,11,4,11-20
340,131,17,3,21-30
662,360,16,3,1-10
135,52,9,3,1-10
200,94,8,3,31-40
512,153,10,3,11-20
605,196,10,3,1-10
227,38,8,3,1-10
557,146,14,3,41-50
598,127,10,3,31-40
598,127,10,3,41-50
945,230,10,3,31-40
591,214,9,3,31-40
302,84,10,3,1-10
673,149,13,3,31-40
306,85,9,3,21-30
365,107,9,4,1-10
322,85,10,3,21-30
363,74,8,3,1-10
350,113,13,4,31-40
144,78,9,3,41-50
780,293,13,4,21-30
336,93,9,3,1-10
458,167,11,4,31-40
593,135,10,3,41-50
250,45,10,4,41-50
298,103,11,3,1-10
621,180,12,3,21-30
386,121,10,3,1-10
839,280,11,3,1-10
669,202,10,3,1-10
589,266,12,4,21-30
356,158,16,4,1-10
340,87,10,4,11-20
172,68,9,3,1-10
129,68,12,3,41-50
303,139,10,3,21-30
363,91,9,3,1-10
303,170,10,3,21-30
977,350,14,3,21-30
194,66,11,3,11-20
322,58,9,2,1-10
485,232,15,4,21-30
331,107,10,3,1-10
252,114,10,3,41-50
670,107,13,3,11-20
341,109,11,3,21-30
291,69,12,3,31-40
285,62,9,4,41-50
305,105,13,3,21-30
150,88,13,4,11-20
154,89,11,4,41-50
355,165,11,4,31-40
189,110,13,4,31-40
413,110,10,3,1-10
213,77,10,3,31-40
354,107,21,3,11-20
173,87,14,4,41-50
481,183,13,3,31-40
18,18,14,5,1-10
366,137,11,4,21-30
170,96,8,4,41-50
208,101,10,4,41-50
208,85,12,4,1-10
129,69,11,3,11-20
268,105,10,3,21-30
319,72,13,4,41-50
242,78,11,4,1-10
243,96,12,3,21-30
262,74,10,4,1-10
223,86,9,3,31-40
918,159,18,5,21-30
430,123,13,4,1-10
377,140,10,3,11-20
355,93,10,3,1-10
327,108,10,3,31-40
217,89,9,4,1-10
235,77,10,3,11-20
181,76,10,4,41-50
530,127,11,4,11-20
182,55,9,3,41-50
670,201,10,3,1-10
334,124,9,3,1-10
604,250,13,4,11-20
351,104,11,3,21-30
249,77,11,3,21-30
219,98,9,3,1-10
183,75,9,3,1-10
223,89,9,3,1-10
261,72,10,3,1-10
376,134,13,4,11-20
25,9,11,4,1-10
201,74,8,3,1-10
617,198,18,3,21-30
477,280,17,3,1-10
418,174,14,3,31-40
358,102,10,3,1-10
256,84,8,3,41-50
447,103,9,3,41-50
230,58,9,3,1-10
340,106,9,4,11-20
327,88,11,4,1-10
374,94,11,3,1-10
332,136,12,4,21-30
738,189,10,3,1-10
364,113,11,3,21-30
324,73,44,4,41-50
242,83,11,4,31-40
655,304,32,4,11-20
215,113,10,3,1-10
194,95,13,4,1-10
465,100,13,3,11-20
220,79,11,3,31-40
317,93,11,4,1-10
300,138,10,3,21-30
426,207,14,3,1-10
511,129,11,3,1-10
260,109,13,3,21-30
283,111,9,3,21-30
412,129,10,3,1-10
221,99,10,3,1-10
281,115,10,4,11-20
526,225,10,4,31-40
191,109,11,4,1-10
254,101,11,4,11-20
385,101,9,3,1-10
183,84,9,4,31-40
166,71,10,4,11-20
911,364,13,3,41-50
561,212,15,4,11-20
608,156,10,3,11-20
359,85,13,4,11-20
18,18,14,5,21-30
347,96,9,3,11-20
368,163,11,4,21-30
641,178,9,3,11-20
167,63,9,4,1-10
740,182,11,3,1-10
359,136,10,3,1-10
187,62,8,4,1-10
365,110,24,4,31-40
151,72,11,4,21-30
240,112,9,4,31-40
244,59,10,3,21-30
224,108,10,3,41-50
181,76,12,4,31-40
327,125,12,4,11-20
356,97,10,3,11-20
216,83,9,3,21-30
347,109,10,4,11-20
295,99,11,4,31-40
192,83,12,4,1-10
300,111,10,3,11-20
208,94,9,3,41-50
243,105,12,3,21-30
286,53,10,4,21-30
306,132,11,4,21-30
506,99,10,3,31-40
506,99,10,3,1-10
231,83,9,3,41-50
245,112,14,4,31-40
319,113,13,3,1-10
371,132,13,3,11-20
648,162,14,3,1-10
213,61,13,4,21-30
436,154,10,3,1-10
471,156,10,3,11-20
18,18,14,5,1-10
186,82,10,4,1-10
299,118,12,4,21-30
18,18,14,5,21-30
97,72,8,4,11-20
430,119,10,3,11-20
220,93,12,3,1-10
18,18,14,5,1-10
18,18,14,5,1-10
18,18,14,5,1-10
201,72,10,3,11-20
320,117,11,3,21-30
176,43,8,3,41-50
257,129,11,3,1-10
299,85,10,4,1-10
293,88,10,3,11-20
310,85,10,3,1-10
561,107,10,3,21-30
251,83,11,3,41-50
392,104,9,3,21-30
199,103,11,4,41-50
245,76,10,4,31-40
823,304,12,3,21-30
767,193,10,3,11-20
382,150,12,4,41-50
222,70,11,4,11-20
390,117,10,4,1-10
224,86,9,3,31-40
214,81,9,3,1-10
276,66,9,3,41-50
18,18,14,5,1-10
221,94,9,4,11-20
593,264,9,3,21-30
279,30,16,4,41-50
182,83,10,4,41-50
291,127,11,3,21-30
207,78,10,4,21-30
453,106,13,3,21-30
18,17,14,5,11-20
440,186,13,3,11-20
346,108,9,3,41-50
129,51,9,3,11-20
265,77,10,3,1-10
265,97,9,4,11-20
332,77,13,4,1-10
270,42,7,3,1-10
231,99,9,3,41-50
282,96,9,3,31-40
185,81,10,4,1-10
594,257,11,3,41-50
239,62,8,3,1-10
325,84,9,3,1-10
316,89,10,3,11-20
354,85,9,3,31-40
253,112,10,3,1-10
768,223,50,4,1-10
768,223,50,4,1-10
616,184,10,3,11-20
383,108,9,3,11-20
317,119,13,3,11-20
416,106,10,3,11-20
264,94,10,3,1-10
220,103,9,4,11-20
186,76,10,3,21-30
574,227,16,4,41-50
216,71,8,3,1-10
225,88,12,3,41-50
246,75,8,3,1-10
266,95,9,3,1-10
392,115,12,3,41-50
234,73,11,3,31-40
226,80,9,3,11-20
481,136,10,3,1-10
531,123,11,3,11-20
531,123,11,3,1-10
154,52,10,4,11-20
452,221,9,3,41-50
452,221,9,3,41-50
576,171,9,3,21-30
106,66,13,3,11-20
244,122,9,3,31-40
327,94,9,3,21-30
602,285,10,4,31-40
357,153,11,3,31-40
671,267,13,3,1-10
563,205,11,3,1-10
526,139,10,3,1-10
650,181,13,4,21-30
359,61,10,3,1-10
124,77,9,4,1-10
303,115,11,3,41-50
234,119,17,3,41-50
242,114,9,3,41-50
368,150,8,3,1-10
170,68,15,4,31-40
461,143,10,4,1-10
325,115,10,4,21-30
289,110,10,3,1-10
226,86,8,3,41-50
182,73,11,4,1-10
178,69,9,3,41-50
314,101,13,3,1-10
363,157,22,4,41-50
278,96,10,4,1-10
187,63,12,3,21-30
406,96,11,4,41-50
285,107,10,3,1-10
237,71,8,4,41-50
227,107,9,3,31-40
267,94,8,3,21-30
267,94,8,3,21-30
320,116,20,4,31-40
281,97,11,3,1-10
619,296,11,3,1-10
492,267,13,4,41-50
219,98,10,3,1-10
132,34,8,3,41-50
166,75,11,4,11-20
564,182,18,4,1-10
496,155,13,3,1-10
410,141,10,3,1-10
199,67,8,3,1-10
533,132,10,3,11-20
468,163,9,3,11-20
468,163,9,3,11-20
468,163,9,3,11-20
136,74,10,3,1-10
506,114,12,4,11-20
268,99,10,3,1-10
257,84,7,3,31-40
153,63,10,3,1-10
311,72,9,4,41-50
298,108,13,4,31-40
240,103,11,3,1-10
188,91,12,3,11-20
355,96,18,3,1-10
357,94,9,3,31-40
242,105,9,3,1-10
215,88,12,3,11-20
255,98,10,4,31-40
301,100,12,4,11-20
402,101,11,3,1-10
274,78,11,3,21-30
209,80,9,3,11-20
177,72,13,3,1-10
273,93,8,3,31-40
217,92,8,3,1-10
196,103,10,3,1-10
273,59,10,3,1-10
253,116,10,3,21-30
216,72,11,3,41-50
492,182,12,3,31-40
159,78,8,3,1-10
127,62,13,4,31-40
153,60,9,4,1-10
356,123,9,3,11-20
422,109,9,3,31-40
204,82,10,3,1-10
981,334,13,4,1-10
239,118,14,4,11-20
218,74,11,4,11-20
121,70,13,4,21-30
786,222,11,4,31-40
295,97,11,3,1-10
722,245,12,3,1-10
242,107,10,3,41-50
303,91,9,3,1-10
189,115,10,3,41-50
92,62,22,4,1-10
92,62,22,4,1-10
181,89,9,3,21-30
184,89,9,3,31-40
181,68,11,3,41-50
311,86,11,4,31-40
121,40,10,3,21-30
751,151,10,3,1-10
239,126,11,3,11-20
356,106,10,3,31-40
349,89,10,3,1-10
408,175,12,4,21-30
457,186,11,4,31-40
366,189,11,3,21-30
1,1,0,0,1-10
1,1,0,0,31-40
321,101,11,3,21-30
892,321,12,3,31-40
200,102,11,3,41-50
336,80,10,3,31-40
171,81,12,4,21-30
259,132,10,4,41-50
584,237,13,3,41-50
575,235,13,3,41-50
403,193,10,3,1-10
444,141,13,3,1-10
307,108,11,3,11-20
284,70,15,4,41-50
177,10,7,3,1-10
221,95,11,4,21-30
369,91,11,4,1-10
385,141,9,3,31-40
193,87,11,4,11-20
785,211,10,3,21-30
660,161,11,3,1-10
491,130,11,4,1-10
449,123,10,3,1-10
501,79,9,3,11-20
364,91,11,4,31-40
185,105,12,4,21-30
353,106,10,3,21-30
557,173,14,3,31-40
280,129,13,4,41-50
198,92,9,4,11-20
362,118,9,3,31-40
392,127,9,3,41-50
310,103,8,3,11-20
277,101,9,3,1-10
211,87,9,3,41-50
292,72,9,3,11-20
319,77,8,3,1-10
240,97,9,3,41-50
408,78,13,3,1-10
625,283,12,3,21-30
177,89,9,3,41-50
351,51,11,3,21-30
699,104,9,3,1-10
699,104,9,3,11-20
435,132,10,3,41-50
287,61,11,3,1-10
230,60,10,3,21-30
188,52,8,3,1-10
236,83,10,3,21-30
476,206,12,3,1-10
243,88,8,3,41-50
30,12,5,3,41-50
290,119,13,3,31-40
499,114,12,3,21-30
409,178,12,3,21-30
140,56,7,3,1-10
347,102,10,3,21-30
359,124,10,3,11-20
194,107,15,4,21-30
808,401,12,3,11-20
302,68,10,3,41-50
684,182,14,3,1-10
267,108,19,4,21-30
293,101,12,4,31-40
287,81,10,3,41-50
524,163,12,4,21-30
520,110,9,3,31-40
278,135,10,4,1-10
271,118,10,3,1-10
513,253,12,3,1-10
397,94,10,3,1-10
682,164,10,3,1-10
378,89,9,3,1-10
253,97,9,3,1-10
157,76,10,3,31-40
99,67,9,3,1-10
254,95,11,3,31-40
521,113,12,4,41-50
266,79,10,3,1-10
279,77,11,3,11-20
288,132,10,3,11-20
218,93,14,4,41-50
490,167,11,3,1-10
491,79,10,3,1-10
133,55,9,3,1-10
125,75,11,3,1-10
284,87,9,3,1-10
244,117,11,3,11-20
175,69,8,3,1-10
330,89,8,3,41-50
250,94,9,3,1-10
136,45,8,4,31-40
552,196,14,3,21-30
511,170,13,3,21-30
333,100,14,4,31-40
459,281,12,4,1-10
163,70,11,3,31-40
542,135,10,3,11-20
276,72,11,4,1-10
257,88,10,3,1-10
18,18,14,5,11-20
234,70,9,3,11-20
262,111,11,3,41-50
201,91,11,4,41-50
311,153,15,3,11-20
253,83,10,3,1-10
209,62,7,3,31-40
205,102,8,3,31-40
289,124,10,4,1-10
320,77,11,3,1-10
244,114,10,3,21-30
215,83,9,3,1-10
204,72,9,3,1-10
230,79,9,3,21-30
661,155,12,3,41-50
197,92,10,3,21-30
242,103,9,3,31-40
814,281,11,3,11-20
560,153,12,3,11-20
250,82,10,3,1-10
591,163,10,3,21-30
397,113,11,3,1-10
213,101,9,3,41-50
191,56,18,4,11-20
669,116,11,3,31-40
654,178,12,3,11-20
292,100,10,3,1-10
257,100,8,3,21-30
293,50,9,3,1-10
278,62,9,3,11-20
209,68,10,3,41-50
271,90,10,3,31-40
290,90,9,3,11-20
212,62,14,3,31-40
173,61,10,3,11-20
296,102,9,3,1-10
273,48,8,4,1-10
270,96,10,4,41-50
124,78,9,3,1-10
170,67,10,3,1-10
765,276,13,3,31-40
369,98,10,3,11-20
269,90,11,3,1-10
203,100,9,3,21-30
195,65,7,2,11-20
258,94,10,3,11-20
241,96,10,3,1-10
262,74,10,3,31-40
272,75,10,3,31-40
200,106,13,4,31-40
347,194,11,3,1-10
518,183,11,3,31-40
210,61,11,3,1-10
310,91,19,3,21-30
346,109,13,3,21-30
264,82,10,3,11-20
268,27,6,2,21-30
253,91,10,3,11-20
332,121,10,3,11-20
255,33,10,2,21-30
182,69,11,3,11-20
623,152,11,3,11-20
386,68,10,3,31-40
386,68,10,3,21-30
325,93,9,3,21-30
1,1,14,14,31-40
207,68,8,3,31-40
554,152,10,3,1-10
554,152,10,3,21-30
973,286,12,3,11-20
229,68,10,3,1-10
289,106,9,3,31-40
356,60,11,3,21-30
254,105,8,3,31-40
338,152,12,3,41-50
671,200,8,3,11-20
168,61,11,3,31-40
176,54,10,3,1-10
450,121,10,3,31-40
491,132,10,3,21-30
279,109,10,3,1-10
389,125,11,3,1-10
363,119,10,3,1-10
18,18,14,5,1-10
362,82,9,3,1-10
203,117,10,3,21-30
334,93,12,3,1-10
301,106,13,3,31-40
209,80,11,4,1-10
356,91,9,3,1-10
359,89,9,3,41-50
329,88,9,3,11-20
166,57,8,3,41-50
328,123,14,3,11-20
164,47,9,3,31-40
341,78,7,3,11-20
299,79,12,4,1-10
161,89,9,4,31-40
224,137,11,3,41-50
251,85,8,3,41-50
251,83,8,3,1-10
207,90,11,4,1-10
427,124,10,3,21-30
317,74,9,3,21-30
99,25,8,3,31-40
216,108,11,3,1-10
244,103,9,3,31-40
224,83,10,4,1-10
616,260,19,3,11-20
255,96,9,4,31-40
165,91,14,3,1-10
165,91,14,3,1-10
809,216,11,3,11-20
306,91,11,3,1-10
366,143,10,3,31-40
329,114,11,3,1-10
755,348,11,3,1-10
234,107,9,3,41-50
836,269,12,3,11-20
1,1,0,0,21-30
192,100,10,3,1-10
192,100,10,3,31-40
478,143,13,3,31-40
757,168,14,3,11-20
757,168,14,3,11-20
262,91,10,3,21-30
585,106,11,3,1-10
280,112,10,3,41-50
293,93,10,4,1-10
298,102,12,3,41-50
316,137,11,3,31-40
321,102,9,3,1-10
291,116,9,3,11-20
555,199,13,3,11-20
299,99,10,3,1-10
327,89,8,3,1-10
249,135,10,3,31-40
315,115,12,4,11-20
643,189,11,3,41-50
18,18,14,5,1-10
18,18,14,5,1-10
18,18,14,5,1-10
18,18,14,5,1-10
396,177,14,3,21-30
298,114,10,3,21-30
668,221,12,4,11-20
265,75,11,4,1-10
296,104,15,4,31-40
265,94,12,3,1-10
333,83,10,3,1-10
370,99,10,3,1-10
195,99,15,4,1-10
186,58,8,3,31-40
230,55,9,3,1-10
215,69,9,4,11-20
344,101,11,3,1-10
360,37,8,3,1-10
576,115,9,3,31-40
627,182,11,3,11-20
647,155,10,3,1-10
297,96,10,4,21-30
314,99,9,3,21-30
336,77,10,3,31-40
442,97,13,3,21-30
472,96,10,3,31-40
380,100,10,3,1-10
485,154,12,3,1-10
466,110,9,3,21-30
299,31,18,3,21-30
501,163,11,3,21-30
303,126,11,3,21-30
670,172,11,3,11-20
294,80,8,3,1-10
572,162,10,3,41-50
329,83,10,3,31-40
290,105,10,3,11-20
248,77,10,3,21-30
209,90,9,3,31-40
319,135,9,3,31-40
338,64,9,3,1-10
612,198,10,3,11-20
201,61,10,3,1-10
499,159,10,3,41-50
237,81,9,3,1-10
323,133,14,3,21-30
209,104,13,3,11-20
457,108,8,3,11-20
215,84,12,4,21-30
353,96,12,4,1-10
277,113,12,4,21-30
173,90,10,3,11-20
279,128,10,3,1-10
208,83,10,3,31-40
294,115,11,3,31-40
632,209,10,3,11-20
675,159,10,3,41-50
594,154,10,3,11-20
668,229,11,3,21-30
230,89,9,3,1-10
203,80,9,3,31-40
229,82,10,3,21-30
959,350,15,3,21-30
959,350,15,3,21-30
193,98,8,3,11-20
266,88,12,4,41-50
172,93,9,3,1-10
264,104,11,3,21-30
243,78,9,3,11-20
788,278,12,3,1-10
811,224,15,3,1-10
811,224,15,3,1-10
293,109,13,3,41-50
57,37,10,3,11-20
395,72,9,3,1-10
195,82,9,3,11-20
242,65,12,3,31-40
165,78,11,3,41-50
240,80,10,3,41-50
145,52,10,4,31-40
257,100,12,3,21-30
257,100,12,3,11-20
501,99,10,3,31-40
315,59,11,3,41-50
619,261,20,3,41-50
619,261,20,3,31-40
250,76,10,3,41-50
259,87,10,3,31-40
329,118,9,3,11-20
184,70,12,3,1-10
273,89,10,3,31-40
484,103,10,3,31-40
361,89,8,3,41-50
323,88,9,3,21-30
219,86,10,3,1-10
309,120,10,4,1-10
224,67,11,3,21-30
262,132,12,3,31-40
149,61,18,3,1-10
280,107,10,3,1-10
336,65,10,3,31-40
172,102,9,3,41-50
258,86,9,3,41-50
317,156,11,3,11-20
262,107,9,4,31-40
288,76,12,3,21-30
456,119,10,3,21-30
547,120,11,3,21-30
245,99,9,3,11-20
241,98,9,3,1-10
351,129,10,3,11-20
205,78,10,3,21-30
208,79,9,3,1-10
470,106,18,3,11-20
321,107,11,3,41-50
301,94,10,3,1-10
235,92,10,3,41-50
232,85,12,3,31-40
511,89,9,3,21-30
289,93,11,3,11-20
360,189,13,4,11-20
170,70,10,3,1-10
296,107,10,3,1-10
263,91,9,3,41-50
186,68,8,3,1-10
733,231,14,3,1-10
363,85,10,3,1-10
297,93,10,3,1-10
212,91,8,3,41-50
181,81,27,3,11-20
354,79,10,3,21-30
312,100,10,3,1-10
315,105,11,3,1-10
441,82,8,3,31-40
417,121,10,3,31-40
282,94,11,3,21-30
721,188,11,3,41-50
222,82,11,3,11-20
365,92,10,4,21-30
365,92,10,4,1-10
287,114,10,3,31-40
463,134,11,3,41-50
261,70,16,4,1-10
289,70,9,3,11-20
295,132,14,3,1-10
238,74,11,3,31-40
477,113,10,3,1-10
548,188,12,3,1-10
262,70,10,3,11-20
372,125,10,3,1-10
668,222,15,4,41-50
333,104,20,3,1-10
395,99,12,3,21-30
239,67,9,3,1-10
223,103,12,4,41-50
345,143,9,3,11-20
559,105,13,3,1-10
18,18,14,5,41-50
953,304,10,4,21-30
261,60,9,3,1-10
330,83,10,3,1-10
18,18,14,5,41-50
244,78,11,3,21-30
122,39,10,3,31-40
374,102,11,3,1-10
337,129,10,3,41-50
582,89,10,3,41-50
481,114,12,3,1-10
308,69,13,3,31-40
502,169,9,3,21-30
188,78,10,3,11-20
142,39,10,3,41-50
224,63,10,3,11-20
247,102,11,3,11-20
212,80,9,3,31-40
531,163,12,3,1-10
153,62,13,3,1-10
255,71,10,3,21-30
93,59,9,4,31-40
333,82,10,3,1-10
346,100,12,4,31-40
256,100,9,3,31-40
233,75,8,3,31-40
174,89,9,3,11-20
161,67,10,3,11-20
530,147,9,3,21-30
152,82,9,3,11-20
242,86,10,3,41-50
225,81,9,3,11-20
893,238,12,3,11-20
586,255,13,3,11-20
336,96,10,3,11-20
173,89,10,3,41-50
308,79,9,3,1-10
222,106,10,3,21-30
199,51,8,3,11-20
217,74,9,3,11-20
301,125,11,3,1-10
223,58,7,3,1-10
239,80,7,3,31-40
186,67,9,4,31-40
576,212,11,3,31-40
524,129,12,3,31-40
278,91,18,3,1-10
214,73,10,3,1-10
190,69,11,3,41-50
224,81,10,4,11-20
301,76,11,4,1-10
359,124,12,3,41-50
288,99,12,3,1-10
798,206,11,3,1-10
237,87,10,4,21-30
482,129,9,3,11-20
417,94,10,3,41-50
135,68,10,3,41-50
171,67,10,3,31-40
272,93,20,4,11-20
176,95,13,3,1-10
261,87,11,4,1-10
598,244,12,3,1-10
194,79,9,4,11-20
742,330,13,4,31-40
429,101,10,3,11-20
369,128,10,4,41-50
260,98,14,3,11-20
267,83,10,3,1-10
431,177,13,4,1-10
150,69,13,4,11-20
241,83,12,3,1-10
189,74,9,3,1-10
324,115,9,3,1-10
294,104,9,3,11-20
469,182,13,3,31-40
469,182,13,3,1-10
514,222,13,3,41-50
514,222,13,3,31-40
514,222,13,3,1-10
335,98,11,4,1-10
385,96,10,3,1-10
203,103,10,3,31-40
434,191,10,3,11-20
290,109,9,3,41-50
243,115,10,3,21-30
257,84,10,3,1-10
320,84,11,3,1-10
330,106,10,3,31-40
249,102,12,3,1-10
216,69,12,3,21-30
222,68,9,4,1-10
216,94,9,3,11-20
227,87,10,3,1-10
275,89,10,3,11-20
230,66,9,3,31-40
372,64,9,4,21-30
260,127,12,4,31-40
185,88,10,3,41-50
276,76,9,3,1-10
241,98,11,3,11-20
236,65,14,3,21-30
982,320,16,3,11-20
818,234,12,3,31-40
413,109,9,3,21-30
264,123,15,3,41-50
637,192,12,3,11-20
154,58,8,4,11-20
179,86,11,3,31-40
342,100,13,3,31-40
186,56,8,3,31-40
238,118,13,3,41-50
276,120,10,3,21-30
390,143,9,3,41-50
289,85,11,3,1-10
665,266,13,4,31-40
714,274,15,3,41-50
271,90,7,3,41-50
255,75,10,3,1-10
397,151,12,3,21-30
233,84,9,3,1-10
322,106,9,3,21-30
121,85,9,4,21-30
279,77,9,3,31-40
160,85,8,3,1-10
201,76,12,3,21-30
437,232,13,4,31-40
472,80,13,3,1-10
546,113,9,3,1-10
424,24,8,4,41-50
424,24,8,4,41-50
460,94,10,4,31-40
187,81,9,3,21-30
228,83,18,4,11-20
165,85,9,3,21-30
187,60,8,3,31-40
335,123,10,3,41-50
413,118,11,3,31-40
338,131,10,3,41-50
288,111,13,4,21-30
459,79,10,3,1-10
213,123,11,3,41-50
636,160,10,3,1-10
239,80,8,3,41-50
140,65,8,3,41-50
261,105,11,3,31-40
166,76,9,3,1-10
145,59,80,3,41-50
436,98,8,3,11-20
271,65,9,4,31-40
233,92,12,3,1-10
103,67,9,3,1-10
815,279,11,3,1-10
634,245,15,4,41-50
509,247,12,4,41-50
318,65,10,4,1-10
586,97,10,3,1-10
314,84,18,3,1-10
777,216,11,3,21-30
777,216,11,3,11-20
296,65,10,3,1-10
535,222,12,4,31-40
482,99,10,3,1-10
357,176,10,3,31-40
397,91,9,3,1-10
539,143,10,3,11-20
232,86,14,4,31-40
297,100,9,4,11-20
468,173,11,3,11-20
468,173,11,3,31-40
313,71,11,3,41-50
514,125,10,3,11-20
228,104,9,4,1-10
248,57,8,3,1-10
332,110,10,3,41-50
282,88,12,3,1-10
456,117,10,3,1-10
508,111,11,4,1-10
350,129,11,3,1-10
379,156,12,3,1-10
165,54,9,4,1-10
162,61,11,4,1-10
319,78,9,3,41-50
100,57,10,3,41-50
282,102,11,4,1-10
262,84,10,3,21-30
253,85,9,3,11-20
375,161,12,3,1-10
205,109,11,4,21-30
611,104,11,3,11-20
610,345,16,4,31-40
456,189,12,4,21-30
18,17,14,5,1-10
188,126,10,4,21-30
377,190,11,3,1-10
530,139,9,3,1-10
300,89,9,4,11-20
317,95,9,3,1-10
286,76,10,4,11-20
238,140,9,3,41-50
260,88,11,4,1-10
725,243,12,3,11-20
808,239,14,3,21-30
431,117,10,3,11-20
359,90,10,3,1-10
194,73,10,3,41-50
355,155,9,3,11-20
266,86,12,3,1-10
18,18,14,5,11-20
234,96,9,3,31-40
204,104,10,3,41-50
155,81,9,3,31-40
365,120,10,3,1-10
370,116,15,4,21-30
254,77,9,3,11-20
309,115,10,3,1-10
223,112,10,3,41-50
255,93,10,3,11-20
779,340,13,4,41-50
400,104,8,3,1-10
258,113,10,3,1-10
464,151,10,3,31-40
496,97,10,3,31-40
270,97,11,4,41-50
226,100,10,3,31-40
168,64,9,3,41-50
365,99,12,3,21-30
260,103,14,4,11-20
329,89,10,3,21-30
279,88,10,3,1-10
443,141,10,3,1-10
363,135,10,4,11-20
528,101,8,3,11-20
395,146,10,3,21-30
396,96,8,3,31-40
310,125,12,4,41-50
336,109,9,3,41-50
285,97,9,3,1-10
345,140,16,3,11-20
243,78,9,3,1-10
18,18,14,5,1-10
237,116,18,3,21-30
285,84,9,3,1-10
195,95,10,3,11-20
518,109,10,3,1-10
235,90,10,3,1-10
484,99,9,3,41-50
356,97,8,3,1-10
199,70,15,3,21-30
18,18,14,5,1-10
238,79,13,3,11-20
254,86,9,3,41-50
213,89,10,3,31-40
813,341,11,3,21-30
369,124,12,4,11-20
266,62,10,3,41-50
331,135,10,4,41-50
331,135,10,4,31-40
350,98,10,3,1-10
378,112,10,3,11-20
272,119,8,3,41-50
383,72,8,3,11-20
496,165,48,4,1-10
265,53,10,3,11-20
410,156,13,3,41-50
435,155,13,4,31-40
155,65,11,3,31-40
656,205,13,3,1-10
330,93,13,4,11-20
226,83,11,4,1-10
276,102,12,4,11-20
325,120,10,4,31-40
225,132,13,4,11-20
659,217,12,3,1-10
141,80,8,4,41-50
786,190,13,3,41-50
431,138,18,3,21-30
279,121,10,4,1-10
187,104,10,3,31-40
297,115,10,3,11-20
168,76,8,3,31-40
454,73,10,3,31-40
373,93,12,3,1-10
232,82,12,3,1-10
978,289,12,3,41-50
270,97,10,3,31-40
363,94,9,3,11-20
561,167,12,3,1-10
18,18,14,5,1-10
189,101,10,4,31-40
392,87,9,3,11-20
382,124,11,3,1-10
401,121,11,3,11-20
229,88,11,3,31-40
237,42,18,3,31-40
161,49,9,3,1-10
377,105,10,3,21-30
569,121,10,3,1-10
364,121,10,3,1-10
284,89,10,3,21-30
275,47,9,4,11-20
152,73,11,3,1-10
305,154,10,3,31-40
204,79,10,3,11-20
415,132,11,4,1-10
679,229,21,3,1-10
587,143,13,4,1-10
237,88,16,4,31-40
240,127,9,3,11-20
170,86,11,4,1-10
690,212,11,3,1-10
314,130,10,4,21-30
218,88,10,4,41-50
381,152,11,3,11-20
254,99,12,3,11-20
248,99,11,4,31-40
278,83,9,4,41-50
394,122,11,4,21-30
318,86,10,3,1-10
271,86,10,3,1-10
504,217,14,5,21-30
333,182,14,4,11-20
211,74,9,3,11-20
398,84,8,3,21-30
629,244,10,3,1-10
18,18,14,5,11-20
299,103,10,4,11-20
245,67,11,4,1-10
296,118,10,4,31-40
